OB_code,Cont,Reg,Cty_Dist,S_Cty,Villge,GPS_x,GPS_y,St_date,En_date,OB_Yr,OB_Mo,Landuse_changes,Presence_of_previous_ob,Pr_largeob,Pr_sporob,Pr_ngb.Arob,Hu_Cs,LS_Cs,OB_HU_LS,No_HU_cases,No_LS_cases,CASES,Type_cases,Predominant_LS_species,Size,Density_classification,Cattle_density,Sheep_density,Goat_density,Human_population_density,Host Density,Production_system,Annual_rainfall_3rd_yr_prior,Annual_rainfall_2nd_yr_prior,Annual_rainfall_prec_yr_to_OB,Annual_rainfall_OB_yr,Monthly_rainfall_OB_month,Monthly_rainfall_1st_month_prior_OB,Monthly_rainfall_2nd_month_prior_OB,Monthly_rainfall_3rd_month_prior_OB,Annual_temp_3rd_yr_prior_OB,Annual_temp_2nd_yr_prior_OB,Annual_temp_prec_yr_prior_OB,Annual_temp_OB_yr,Monthly_temp_OB_month,Monthly_temp_1st_month_prior_OB,Monthly_temp_2nd_month_prior_OB,Monthly_temp_3rd_month_prior_OB,Annual_humidity_3rd_yr_prior_OB,Annual_humidity_2nd_yr_prior_OB,Annual_humidity_prec_yr_prior_OB,Annual_humidity_OB_yr,Monthly_humidity_OB_month,Monthly_humidity_1st_month_prior_OB,Monthly_humidity_2nd_month_prior_OB,Monthly_humidity_3rd_month_prior_OB,Di_WLpark,Altitude,Elevation_below_1000,NDVI_change_1st_month_prior_OB,NDVI_change_2nd_month_prior_OB,NDVI_change_3rd_month_prior_OB,Average_change_NDVI,Soils,Elevation_Classification,OB_month_ndvi,First_month_prior_ndvi,Second_month_prior_ndvi,Third_month_prior_ndvi,Average_NDVI_to_OB,Positive_change_in_NDVI,Soils_new,Types_landuse_changes,Di_WLpark
36,Kenya,North_Eastern,Garissa,Ijara,Masalani_Qalaqal,40.26611577,-1.72085548,44154,44273,2020,November,,1,1,1,1,0,1,LS,,3,3,1,Goats,small,High,149.251462,269.0394737,307.2807018,57.9843372,783.5559746,Extensive,675.3324767,1016.246202,995.7397652,817.7423476,87.31707764,28.18106461,15.47008514,24.13863754,33.27500025,32.95833365,33.56666772,33.33333413,33.90000153,33.90000153,32.29999924,31.39999962,62.69,68,67.75,69.38,66.81,62.5,65.06,69.06,23.6,77.10158504,1,0.34645,0.035,0.1718,0.184416667,other,Low,0.4988,0.15235,0.4638,0.327,0.314383333,2,Clay soils,,23.6
37,Kenya,North_Eastern,Mandera,Mandera_North,Kalmalab ,40.93091122,2.42707744,44154,44273,2020,November,,1,1,1,1,1,1,HU_LS,2,3,5,2,Goats,small,Medium,10.71541822,43.65183627,110.5639864,28.27629587,193.2075368,Extensive,391.7000187,652.2652384,589.5830716,401.6479469,39.74828339,18.98568344,3.341666937,5.890129566,34.41666762,34.05000067,34.52500121,34.56666724,34.10000229,34.60000229,33.79999924,32.60000229,54.31,60.25,60.38,59.12,71.62,62.19,56.75,55.69,349,40.93091122,1,0.17905,0.1578,0.23875,0.191866667,Cambisols,Low,0.4727,0.29365,0.3149,0.23395,0.280833333,2,Loam soils,,349
38,Kenya,Central,Muranga,Gatanga,Kihumbuini ,36.98083414,-0.93262002,44194,44273,2020,December,1,1,0,1,1,1,1,HU_LS,2,4,6,2,Cattle,large,Low,57.18877551,16.52891156,52.9744898,353.1636295,479.8558064,Intensive,840.116312,1958.633257,1518.64819,1574.221804,61.92948914,164.668045,80.46125031,33.88253784,20.95833365,20.69166708,21.19166724,20.86666679,22.39999962,20.5,21.89999962,20.70000076,66.44,74.25,68.94,75.31,74.75,79.06,62.31,65.62,23.2,1645.464369,0,0.02685,0.0916,0.1089,0.075783333,Nitisols,High,0.80385,0.777,0.71225,0.69495,0.728066667,2,Clay soils,Mixed,23.2
39,Kenya,Central,Muranga,Kandara ,Ngararia ,37.02589597,-0.93432527,44194,44273,2020,December,1,1,0,1,1,0,1,LS,,10,10,1,Cattle,large,Medium,133.6737288,26.03389831,79.75847458,745.0511509,984.5172526,Intensive,771.2489739,1815.227268,1448.51626,1434.6117,56.27309418,137.9646759,68.30049896,31.57828522,27.29166714,26.99166711,27.52500041,27.28333362,27.70000076,26.89999962,29.20000076,27.80000114,66.44,74.25,68.94,75.31,74.75,79.06,62.31,65.62,34.9,1589.268123,0,0.04225,0.13715,0.1865,0.121966667,Nitisols,High,0.8241,0.78185,0.68695,0.6376,0.702133333,2,Clay soils,Mixed,34.9
40,Kenya,Central,Kiambu,Kikuyu,Kikuyu,36.61364011,-1.24851328,44361,44428,2021,June,1,1,0,1,1,0,1,LS,,4,4,1,Cattle,large,Medium,62.32954545,59.86931818,40.69318182,1082.255639,1245.147685,Intensive,1669.564221,1249.829188,1298.164681,923.8624373,9.739826202,244.4503784,117.7002182,40.17780304,24.70000013,25.18333356,24.85000022,27.9,27.9,27.6,28,28.2,68.88,65.31,70.81,64.88,68.5,75.5,70.56,56.88,20.4,2015.238997,0,-0.0682,0.1432,-0.0231,0.0173,Nitisols,High,0.5565,0.6247,0.4133,0.5796,0.5392,1,Clay soils,,20.4
41,Kenya,Central,Nyandarua,Nyandarua,Nyandarua,36.6167,-0.55,44409,,2021,August,1,1,0,1,1,0,1,LS,,4,4,1,Sheep,small,Medium,68.00611326,89.37001287,11.90765766,194.2627142,363.546498,Intensive,1821.340212,1255.588033,1522.655165,1019.394105,84.75901794,75.81320429,29.00457001,218.7563515,27.9,27.15,28.2,27.9,27.9,27.6,28,28.2,72.1,70.8,70.8,72.8,74,76.7,77.6,77.1,9.8,2420,0,-0.01985,0.0095,-0.06515,-0.025166667,,High,0.64035,0.6602,0.63085,0.7055,0.665516667,1,,Industrial,9.8
42,Uganda,Western,Kabale,Kamuganguzi,Kicumbi,29.992297,-1.330204,42431,42456,2016,March,1,0,0,0,1,1,1,HU_LS,3,1,4,2,,NA,Medium,33.16577711,2.755478256,127.7657387,338.0809595,501.7679536,Semi_intensive,1098.821211,925.6727682,1020.303303,1115.190194,174.8335896,36.23820496,74.9434545,67.93511248,26.34166686,25.78333394,25.80000035,26.26666705,27.39999962,26.60000038,25.70000076,25.30000114,77.81,79.5,78.81,77.88,77.12,75.56,82.56,85.06,,1982,0,0.04955,0.16145,0.16005,0.123683333,Ferralsols,High,0.6636,0.61405,0.50215,0.50355,0.539916667,2,Clay soils,Other,
43,Uganda,Western,Kabale,Kab.Tn_N.Divi,Rushambya,30.533402,-0.7501,42432,42457,2016,March,1,0,0,0,1,1,1,HU_LS,3,1,4,2,Cattle,large,Low,15.63895122,0.887158579,85.90971497,1603.896875,1706.3327,Semi_intensive,1050.281068,988.4229144,930.2424989,999.0061498,133.1929393,50.09706926,67.44256949,78.66575813,27.9,27.15,28.2,27.9,27.9,27.6,28,28.2,72.62,74.56,73.12,71.38,71.62,65.88,75.56,82.06,,2000,0,0.0009,-0.0047,0.219,0.071733333,Ferralsols,High,0.65805,0.65715,0.66275,0.43905,0.586316667,2,Clay soils,Other,
44,Uganda,Western,Kabale,Kab.Tn_C.Divi,Rujendera,30.000723,-1.242003,42433,42458,2016,March,1,0,0,0,1,1,1,HU_LS,3,1,4,2,,NA,Medium,48.60626302,4.32689537,150.7432931,2259.887006,2463.563457,Semi_intensive,1109.375219,921.4250207,1005.354171,1092.262092,173.5952787,37.05596828,78.24309945,66.30983257,27.9,27.15,28.2,0,27.9,27.6,28,28.2,74.06,76.19,75.5,73.44,73.25,69.38,78.5,82.94,,2000,0,0.06015,0.0182,-0.04345,0.011633333,Ferralsols,High,0.7124,0.65225,0.6942,0.75585,0.700766667,2,Clay soils,Other,
45,Uganda,Western,Isingiro,Mbaare,Katojo_Central,29.76666616,-0.01546487,42930,42971,2017,July,1,1,0,1,1,1,0,HU,3,,3,0,Cattle,large,High,446.6468591,0.531842733,64.54840233,170.3273933,682.0544974,Semi_intensive,845.0396842,894.2065854,899.612191,843.7125987,29.43449402,21.89682388,52.97296524,87.48419189,27.89166721,27.80833387,28.24166695,28.15833346,27.39999962,27.60000038,28.10000038,29.10000038,71.62,71.62,71.31,72.44,71.12,70.69,79.44,78.19,10,1535,0,0.0293,-0.07695,-0.04195,-0.029866667,other,High,0.4059,0.3766,0.48285,0.44785,0.435766667,2,Loam soils,Agricultural,10
46,Uganda,Western,Kiboga,Kibiga,Busakya  ,31.748347,0.874579,43053,43075,2017,November,1,0,0,0,1,1,1,HU_LS,1,,1,0,Cattle,large,Low,26.16752019,6.03538554,35.45728638,173.6070381,241.2672302,Semi_intensive,1111.801912,1144.849123,1218.883095,1117.540702,88.51712286,108.0741653,141.6345642,110.1306,28.21666718,28.13333368,28.65833346,28.50833368,28,28.5,27.60000038,28.05000019,74.44,74.12,74.44,71.06,75.81,76.75,77.69,75.56,,2331,0,0.00225,0.0493,0.125,0.05885,,High,0.82715,0.8249,0.77785,0.70215,0.7683,2,,Mixed,
47,Uganda,Western,Mityana,Busimbi ,Gombe_mwalo,32.105016,0.287637,43055,43075,2017,November,1,0,0,0,1,1,1,HU_LS,1,,1,0,Cattle,large,Low,35.72257625,12.2051325,43.71284695,561.3825983,653.023154,Semi_intensive,1253.143553,1341.166818,1175.745419,1330.494798,142.4749203,129.3727865,131.8592167,78.05984998,27.92500067,27.88333368,28.45833365,28.30000019,27.70000076,28.60000038,27.5,27.89999962,78.12,77.81,77.44,75.75,80.94,79.81,78.25,76.25,,1230,0,-0.0461,0.0448,0.03945,0.012716667,Nitisols,High,0.7503,0.7964,0.7055,0.71085,0.737583333,1,Clay soils,Mixed,
48,Uganda,Western,Kiruhura,Kanyaryeru,Rushororo,30.719096,-0.205179,43066, ,2017,November,0,0,0,0,0,1,1,HU_LS,4,,4,0,Cattle,large,Low,54.63951733,0.321065373,45.24082407,60.72607261,160.9274794,Semi_intensive,952.5255556,927.7435455,916.4008782,947.2789502,118.4503188,125.2023969,116.1987298,111.9114623,28.45000029,28.39166657,28.98333359,28.83333381,28.60000038,29.30000114,28.20000076,28.20000076,74.56,74.31,73.62,74.69,82.31,79.31,77.69,73.25,52.9,1225,0,0.0441,0.0573,0.2257,0.109033333,Ferralsols,High,0.8148,0.7707,0.7575,0.5891,0.705766667,2,Clay soils,,52.9
49,Uganda,Western,Kyankwanzi,Butemba,Misabwe,31.596401,1.126574,43083,43104,2017,December,0,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,44.09394486,3.047225435,17.39564832,172.3666211,236.9034397,Semi_intensive,1082.693266,1133.744731,1185.965628,1017.21025,16.56256866,93.97595501,99.29803276,152.2683114,28.80000051,28.70833365,29.20000045,29.07500045,28.80000114,29,27.89999962,28.20000076,74.44,74.12,74.44,71.06,54.5,75.81,76.75,77.69,79.5,1107,0,-0.1072,-0.10785,-0.06855,-0.094533333,Nitisols,High,0.49955,0.60675,0.6074,0.5681,0.594083333,1,Clay soils,,79.5
50,Uganda,Central,Buikwe,Kawolo,Lugazi,32.931053,0.360415,43115,43132,2018,January,1,0,0,0,0,1,0,HU,1,,1,0,Cattle,large,Low,29.28572409,17.13620464,67.79391404,363.3491311,477.5649739,Intensive,1583.029684,1293.699375,1347.903733,1535.735334,38.74742365,31.95485282,139.7360072,105.3216128,28.94791694,29.55208373,29.36875037,29.14791711,29.60000086,29.62500048,29.17500067,29.875,73.38,74.06,71.75,74.12,60.12,62.56,75.19,75,1,1223,0,-0.0643,0.1038,-0.07765,-0.012716667,Nitisols,High,0.54465,0.60895,0.44085,0.6223,0.557366667,1,Clay soils,Agricultural,1
51,Uganda,Northern,Yumbe,Ariwa,Ariwo_II_refugee_Camp_Zone5,31.171014,3.476008,43119,43138,2018,January,1,0,0,0,0,1,0,HU,1,,1,0,Goats,small,High,113.9158843,0,344.9817802,162.4691358,621.3668003,Semi_intensive,1311.690893,1180.239963,1352.603236,1392.384643,NA,6.003847837,85.88492203,135.4630435,30.4458336,30.62916732,30.5333337,30.45833381,32.44999981,31.19999981,30.45000076,30.15000057,71.19,66.75,69.81,69.44,40.5,62.19,82.06,83.31,,904,1,-0.12225,-0.3382,-0.35245,-0.270966667,other,Medium,0.37455,0.4968,0.71275,0.727,0.645516667,1,Clay soils,Agricultural,
52,Uganda,Western,Rwampara,Bugamba,Bugamba,30.48719,-0.709031,43259,43336,2018,June,1,1,0,1,1,1,1,HU_LS,1,,1,0,Cattle,large,Medium,43.8235341,4.193692784,133.6290206,250,431.6462475,Extensive,1231.051482,1226.831461,1255.46664,1485.095359,122.1670532,90.54225063,294.7610121,180.6174674,26.43333371,26.94166692,26.95833381,26.64166705,26.60000038,26,25.60000038,25.70000076,72.62,70.88,72.62,75.62,76.88,84.75,84.62,80.81,1,1505,0,0.0612,0.12415,0.5323,0.239216667,,High,0.73545,0.67425,0.6113,0.20315,0.496233333,2,,Agricultural,1
53,Uganda,Western,Kihangara,Ibanda,Kakuma_III,30.453644,-0.097048,43269,43301,2018,June,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Medium,39.14189458,5.176078153,205.1232895,287.1789561,536.6202183,Semi_intensive,1060.860425,991.1316767,995.8638926,1187.38281,33.77426147,91.55026579,235.2521315,141.9576511,27.43958374,27.9062504,27.84375032,27.70208387,27.25,27.15000105,27.10000086,27.27500057,74.31,73.62,74.69,76.56,68.75,77.75,84.81,84.31,20,1400,0,-0.07245,-0.02285,0.11875,0.007816667,Leptosols,High,0.7381,0.81055,0.76095,0.61935,0.730283333,1,Sandy soils,Agricultural,20
54,Uganda,Western,Kasese,Munkunyu,Kanyatsi,30.055773,0.166924,43271,43288,2018,June,1,0,0,0,0,1,1,HU_LS,1,,1,0,Cattle,large,Medium,62.89320447,12.14849953,211.4383547,870.6051184,1157.085177,Semi_intensive,875.4926534,878.3374643,837.9359143,940.9083281,34.01860404,89.97291899,186.3718123,137.7388489,27.62500032,28.01666689,27.93333356,27.90833378,27.20000076,27.5,27.60000038,27.89999962,72.12,71.31,72.44,74.12,74.81,80.88,80.38,78.25,1,1779,0,-0.04715,-0.033,0.07035,-0.003266667,Leptosols,High,0.7658,0.81295,0.7988,0.69545,0.769066667,1,Sandy soils,Agricultural,1
55,Uganda,Western,Isingiro,Isingiro_Town,Kabare   ,30.718193,-0.664144,43273,43301,2018,June,,0,0,0,1,1,1,HU_LS,4,,4,0,Cattle,large,High,161.161306,0.764512323,157.2547851,205.8823529,525.0629564,Semi_intensive,812.3744314,835.576956,857.0794591,1033.889965,29.09778929,68.78592491,195.4282589,145.4038432,26.75000032,27.25000048,27.19166724,27.00000064,26.60000038,26.30000114,26.20000076,26.30000114,72.62,70.88,72.62,75.62,76.88,84.75,84.62,80.81,57.1,1282,0,0.0043,-0.0766,0.03495,-0.01245,Ferralsols,High,0.6605,0.6562,0.7371,0.62555,0.67295,2,Clay soils,,57.1
56,Uganda,Western,Sembabule,Rwebitakuri,Kensinga,31.447903,-0.051654,43282,43313,2018,July,,1,,1,1,1,0,HU,1,,1,0,,NA,Low,39.18300966,5.652809675,54.01219792,119.957265,218.8052822,Semi_intensive,790.2845621,778.1049583,832.2508733,945.4039107,7.592278481,30.84354544,95.91981912,118.8280301,27.6229171,28.15833382,28.05625041,27.87083371,27.4749999,27.27500057,27.10000038,27.12500048,76.94,75.56,75.81,76.38,68.25,77.19,85.88,85.81,,1200,0,-0.16305,-0.28445,-0.13205,-0.193183333,Ferralsols,High,0.5219,0.68495,0.80635,0.65395,0.715083333,1,Clay soils,,
57,Uganda,Western,Isingiro,Kashumba,Kashojwa,30.949304,-0.903845,43284,43336,2018,July,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,22.52290982,0.226742342,46.13705347,150.8132323,219.6999379,Semi_intensive,843.4785419,834.9105818,969.4538538,1045.822194,NA,19.84105802,105.5650406,194.8641067,26.64166713,27.17291693,27.17500039,26.8395836,27.2750001,26.75000048,26.17500019,25.82500029,72.31,69.12,70.88,73.5,64.44,72,83.44,85.75,30,1681,0,-0.1178,-0.16885,-0.19045,-0.159033333,Leptosols,High,0.5072,0.625,0.67605,0.69765,0.666233333,1,Sandy soils,Agricultural,30
58,Uganda,Western,Isingiro,kivale,kivale,31.092239,-0.743028,43284,43301,2018,July,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,21.82862198,0.178236092,38.06134804,250.7368421,310.8050482,Semi_intensive,888.2747295,922.6444614,1008.456856,1096.234267,5.249088287,43.92690229,81.27571678,185.1419172,26.75000032,27.25000048,27.19166724,27.00000064,27.10000038,26.60000038,26.30000114,26.20000076,75.25,72.75,74,75.12,66.56,75,85.19,85.56,1,1259,0,-0.14405,-0.24615,-0.3785,-0.256233333,Leptosols,High,0.41525,0.5593,0.6614,0.79375,0.671483333,1,Sandy soils,Agricultural,1
59,Uganda,Western,Isingiro,Kashumba,Kashumba,30.949304,-0.903845,43286,43336,2018,July,1,1,0,1,1,1,1,HU_LS,3,,3,0,Cattle,large,Low,22.52290982,0.226742342,46.13705347,150.8132323,219.6999379,Semi_intensive,843.4785419,834.9105818,969.4538538,1045.822194,NA,19.84105802,105.5650406,194.8641067,26.75000032,27.25000048,27.19166724,27.00000064,27.10000038,26.60000038,26.30000114,26.20000076,72.31,69.12,70.88,73.5,64.44,72,83.44,85.75,40,1304,0,-0.1178,-0.16885,-0.19045,-0.159033333,,High,0.5072,0.625,0.67605,0.69765,0.666233333,1,,Agricultural,40
60,Uganda,Central,Lwengo,Malongo,Kasaana_B,31.623002,-0.303224,43290,43315,2018,July,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,High,92.98743454,63.14586256,196.8425824,211.641541,564.6174205,Semi_intensive,1120.977701,1086.964639,1176.384878,1265.145887,11.6623106,66.24315739,128.0996439,189.4937472,27.51666737,28.05833371,27.96666733,27.73333375,27.39999962,27.20000076,27,27,69.44,67.81,68.12,70.69,67.81,72,79.06,80.5,15,1084,0,-0.06715,-0.02725,-0.08155,-0.05865,Nitisols,High,0.6814,0.74855,0.70865,0.76295,0.74005,1,Clay soils,Residential,15
61,Uganda,Central,Mubende,Kasambya,Bubanda,31.268079,0.26682,43291,43322,2018,July,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,75.42976115,1.782494717,51.86024892,342.6451331,471.7176379,Semi_intensive,1075.202497,1018.67946,1066.933725,1279.267626,16.88901901,47.21788502,110.0741625,191.7874956,28.09166686,28.59166718,28.46666702,28.34166702,27.89999962,27.70000076,27.60000038,27.60000038,76.94,76.94,76.94,76.12,67.75,77.12,85.5,85.5,,1276,0,-0.15445,-0.26945,-0.24235,-0.222083333,other,High,0.51085,0.6653,0.7803,0.7532,0.732933333,1,Clay soils,Residential,
62,Uganda,Western,Rwampara,Bugamba,Rurengye,30.503668,-0.729509,43291,43311,2018,July,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Medium,38.28898501,0.952833614,138.299756,223.9312977,401.4728723,Semi_intensive,1043.111099,1072.521598,1086.3174,1297.499525,29.72214413,79.78655624,82.18964052,255.699718,26.43333371,26.94166692,26.95833381,26.64166705,27.20000076,26.60000038,26,25.60000038,72.62,70.88,72.62,75.62,67.56,76.88,84.75,84.62,50,1397,0,-0.11,-0.16825,-0.11685,-0.1317,Ferralsols,High,0.62395,0.73395,0.7922,0.7408,0.75565,1,Clay soils,Agricultural,50
63,Uganda,Western,Isingiro,Kikagate,Kizibale,30.661807,-1.034086,43295,43319,2018,July,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Medium,91.09368706,0.771440871,106.3368212,346.371134,544.5730832,Semi_intensive,834.4639401,879.0892646,923.6708484,1125.285562,NA,20.89119911,93.08494616,183.4257479,26.43333371,26.94166692,26.95833381,26.64166705,27.20000076,26.60000038,26,25.60000038,73.12,71.38,72.44,76.62,71.5,77,84,84.56,30,1532,0,-0.01545,-0.16035,0.03315,-0.04755,,High,0.6152,0.63065,0.77555,0.58205,0.66275,1,,Agricultural,30
64,Uganda,Western,Sheema,Sheema,Kasozi,30.392695,-0.642397,43300,43323,2018,July,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,48.67162648,5.040808461,77.8265127,315.4055214,446.944469,Semi_intensive,1008.569734,1026.998641,963.8143765,1216.401918,15.84222412,25.75867653,86.01426029,272.208674,25.90000041,26.35000022,26.35833375,26.10000038,26.39999962,25.89999962,25.5,25.30000114,72.62,70.88,72.62,75.62,67.56,76.88,84.75,84.62,,1497,0,-0.11095,-0.15895,-0.113,-0.127633333,Ferralsols,High,0.60745,0.7184,0.7664,0.72045,0.735083333,1,Clay soils,Agricultural,
65,Uganda,Western,Isingiro,Kashumba,Kashumba,30.948346,-0.903202,43300,43326,2018,July,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,22.52290982,0.226742342,46.13705347,150.8132323,219.6999379,Semi_intensive,843.4785419,834.9105818,969.4538538,1045.822194,NA,19.84105802,105.5650406,194.8641067,26.75000032,27.25000048,27.19166724,27.00000064,27.10000038,26.60000038,26.30000114,26.20000076,72.31,69.12,70.88,73.5,64.44,72,83.44,85.75,10,1304,0,-0.1178,-0.16885,-0.19045,-0.159033333,Leptosols,High,0.5072,0.625,0.67605,0.69765,0.666233333,,Sandy soils,Agricultural,10
66,Uganda,Western,Isingiro,Oruchinga_Base_Camp,Rwamuhunga,30.738107,-0.924658,43310,43331,2018,July,1,0,0,0,0,1,1,HU_LS,1,,1,0,Cattle,large,Medium,17.46722463,4.064842923,150.9881466,137.1309771,309.6511913,Extensive,856.4220626,855.0286137,917.4188684,1083.374643,6.049810886,21.80308914,87.80123186,192.710844,26.75000032,27.25000048,27.19166724,27.00000064,27.10000038,26.60000038,26.30000114,26.20000076,73.12,71.38,72.44,76.62,71.5,77,84,84.56,0.5,1200,0,-0.0869,-0.2218,-0.136,-0.148233333,other,High,0.543,0.6299,0.7648,0.679,0.691233333,1,Clay soils,Agricultural,0.5
67,Uganda,Western,Isingiro,Bukanga,Mugenyi_B,31.04006,-0.861058,43313,43333,2018,August,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Low,45.83534575,0.001652566,79.8289525,550.9771603,676.6431112,Semi_intensive,796.4610831,763.1004951,913.3346672,970.9218164,42.44024855,0,21.63548911,88.56019402,26.65000041,27.20833365,27.15833394,26.85000006,26.60000038,27.10000038,26.70000076,26.10000038,72.31,69.12,70.88,73.5,65.25,64.44,72,83.44,25,1088,0,-0.1071,-0.20405,-0.24125,-0.184133333,Leptosols,High,0.39465,0.50175,0.5987,0.6359,0.578783333,,Sandy soils,Agricultural,25
68,Uganda,Western,Kiruhura,Sanga,Nyankumba,30.908201,-0.501662,43319,43341,2018,August,1,1,0,1,1,1,0,HU,2,,2,0,Cattle,large,Medium,168.6481464,2.201805173,114.687088,14.88424619,300.4212858,Semi_intensive,802.0026438,832.1811837,908.7054334,1018.517432,72.40752499,5.650475025,32.20864201,68.28115582,26.75000032,27.25000048,27.19166724,27.00000064,26.80000114,27.10000038,26.60000038,26.30000114,72.62,70.88,72.62,75.62,69.5,67.56,76.88,84.75,1,1594,0,0.0065,-0.1596,-0.24795,-0.133683333,Ferralsols,High,0.3268,0.3203,0.4864,0.57475,0.460483333,2,Clay soils,Agricultural,1
69,Uganda,Western,Rakai,Kacheera,Kakyera,31.451031,-0.714264,43320,43336,2018,August,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,65.31817546,10.06873879,40.42023191,110.5929038,226.40005,Semi_intensive,1154.535078,1092.911133,1343.892621,1219.156572,58.50829813,6.060037613,52.86490202,152.7152662,26.99583364,27.53750038,27.48750051,27.18750048,26.70000076,27.20000076,26.90000057,26.40000057,75.25,72.75,74,75.12,68.25,66.56,75,85.19,10,1280,0,-0.1075,-0.2408,-0.2723,-0.206866667,Leptosols,High,0.41145,0.51895,0.65225,0.68375,0.618316667,,Sandy soils,Agricultural,10
70,Uganda,Eastern,Iganga,Busembatia,Kasabuli,33.628384,0.773025,43306,43332,2018,August,1,0,0,0,0,1,0,HU,1,,1,0,Sheep,small,Medium,83.04039357,2.834328815,100.1335472,2575.124911,2761.13318,Semi_intensive,1612.858436,1275.443811,1543.186554,1501.148467,120.0887916,54.7000351,123.8666048,263.8585634,29.9416674,30.59166718,30.33333365,30.12500032,28.39999962,28.60000038,28.70000076,28.70000076,69.88,70.5,69.44,74.31,78.25,79.81,82.56,84.44,,1110,0,0.0136,-0.114,-0.13435,-0.07825,Ferralsols,High,0.56715,0.55355,0.68115,0.7015,0.6454,2,Clay soils,Agricultural,
71,Uganda,Western,Kiryandongo,Kiryandongo,Mirima,32.15906437,1.897241385,43527,43553,2019,March,1,0,0,0,0,1,0,HU,1,,1,0,Cattle,large,Low,24.71439032,3.158998113,24.79658507,34.92655367,87.59652718,Semi_intensive,1390.546464,1165.286457,1181.184214,1350.254965,208.7581966,41.2467525,5.964961767,6.122399569,29.96666702,29.82500029,29.69166708,27.35833375,32.5,33,32.10000229,31,68.5,66.75,65.94,68.69,44.19,43.5,45.12,58.75,5,1120,0,-0.07435,-0.18405,-0.26685,-0.175083333,Ferralsols,High,0.32785,0.4022,0.5119,0.5947,0.502933333,1,Clay soils,Agricultural,5
72,Uganda,Western,Kasese,Nyamwamba ,Salute_B,30.0653,0.179042,43615,43646,2019,May,1,1,0,1,1,1,0,HU,1,,1,0,Cattle,large,Medium,62.89320447,12.14849953,211.4383547,827.998834,1114.478893,Semi_intensive,878.3374643,837.9359143,940.9083281,804.150476,80.47616053,102.3654164,86.30942774,21.04540074,27.9,27.15,28.2,27.9,27.9,27.6,28,28.2,71.31,72.44,74.12,74.69,80.69,74.5,67.38,67.12,1,1000,0,0.0885,0.1094,0.2752,0.1577,other,Medium,0.67075,0.58225,0.56135,0.39555,0.51305,2,Clay soils,Residential,1
73,Uganda,Central,Sembabule,Lwemiyaga,Kakinga,31.07702,0.091377,43501,43516,2019,October,1,1,0,1,1,1,1,HU_LS,2,,2,0,Cattle,large,Low,62.94648838,0.375299279,51.12699974,117.6044657,232.0532531,Semi_intensive,851.9570875,878.4733477,1094.164385,1034.288953,147.5925479,89.42591047,91.38407087,35.53232241,28.59166718,28.45000045,28.29166698,28.62500032,28,28.30000114,28.89999962,28.30000114,75.56,75.81,76.38,77.94,76.5,74.38,73.56,79.62,104,1241,0,0.0839,0.1013,0.0628,0.082666667,Ferralsols,High,0.7592,0.6753,0.6579,0.6964,0.676533333,2,Clay soils,Agricultural,104
74,Uganda,Northern,Obongi,Itula,Pasu,31.546031,3.481613,43789,43809,2019,November,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,27.62917127,0.148413984,40.41779071,28.56591509,96.76129106,Semi_intensive,1036.665126,1160.617893,1278.474698,1298.952601,141.3746514,183.7143333,124.7586522,152.9716687,31.7833341,31.66250022,31.56250064,31.78750038,31.85000038,30.94999981,30.85000038,30.20000076,66.75,69.81,69.44,68.5,86.19,86.31,81.06,82.94,,628,1,-0.0206,-0.0787,-0.0844,-0.061233333,other,Medium,0.7184,0.739,0.7971,0.8028,0.779633333,1,Sandy soils,Agricultural,
75,Uganda,Western,Ntoroko,Kanara,Kimara,30.41397901,1.075046437,43803,43817,2019,December,1,0,0,0,1,1,0,HU,1,,1,0,Cattle,large,Low,17.50670826,1.211579984,46.38736643,61.87742436,126.983079,Extensive,813.5577707,741.0445061,932.5140514,812.1186657,50.93161011,76.57417297,124.9041138,86.53674316,29.1666673,29.1000007,29.10833391,29.30833387,28.70000076,29.20000076,28.60000038,28.80000114,68.81,68.88,69.56,70.25,72.56,77.31,77.19,70.06,1,600,1,0.0822,-0.0186,0.0014,0.021666667,other,Medium,0.7394,0.6572,0.758,0.738,0.717733333,2,Loam soils,Agricultural,1
