variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,47,263.044,1243,11744,0.094
cum_precip_3_months_prior,2030,February,41,312.625,880,11744,0.094
cum_precip_3_months_prior,2030,March,14,320.222,902,11744,0.094
cum_precip_3_months_prior,2030,April,8,341.278,1009,11744,0.094
cum_precip_3_months_prior,2030,May,63,373.131,1328,11744,0.094
cum_precip_3_months_prior,2030,June,70,338.751,1517,11744,0.094
cum_precip_3_months_prior,2030,July,26,233.143,1198,11744,0.094
cum_precip_3_months_prior,2030,August,1,128.968,663,11744,0.094
cum_precip_3_months_prior,2030,September,0,95.711,713,11744,0.094
cum_precip_3_months_prior,2030,October,0,101.674,700,11744,0.094
cum_precip_3_months_prior,2030,November,1,124.415,647,11744,0.094
cum_precip_3_months_prior,2030,December,21,184.454,1047,11744,0.094
cum_precip_3_months_prior,2050,January,45,261.621,1214,11744,0.094
cum_precip_3_months_prior,2050,February,41,312.907,873,11744,0.094
cum_precip_3_months_prior,2050,March,13,318.522,895,11744,0.094
cum_precip_3_months_prior,2050,April,8,341.872,1035,11744,0.094
cum_precip_3_months_prior,2050,May,70,387.916,1394,11744,0.094
cum_precip_3_months_prior,2050,June,80,359.574,1602,11744,0.094
cum_precip_3_months_prior,2050,July,28,251.022,1277,11744,0.094
cum_precip_3_months_prior,2050,August,1,131.138,660,11744,0.094
cum_precip_3_months_prior,2050,September,0,95.61,722,11744,0.094
cum_precip_3_months_prior,2050,October,0,104.321,733,11744,0.094
cum_precip_3_months_prior,2050,November,1,126.875,648,11744,0.094
cum_precip_3_months_prior,2050,December,21,185.13,1027,11744,0.094
cum_precip_3_months_prior,2070,January,49,267.957,1242,11744,0.094
cum_precip_3_months_prior,2070,February,42,317.245,891,11744,0.094
cum_precip_3_months_prior,2070,March,14,326.035,878,11744,0.094
cum_precip_3_months_prior,2070,April,8,342.942,1064,11744,0.094
cum_precip_3_months_prior,2070,May,69,394.321,1370,11744,0.094
cum_precip_3_months_prior,2070,June,78,359.93,1565,11744,0.094
cum_precip_3_months_prior,2070,July,27,256.367,1254,11744,0.094
cum_precip_3_months_prior,2070,August,1,132.522,666,11744,0.094
cum_precip_3_months_prior,2070,September,0,99.529,763,11744,0.094
cum_precip_3_months_prior,2070,October,0,108.66,775,11744,0.094
cum_precip_3_months_prior,2070,November,1,131.838,667,11744,0.094
cum_precip_3_months_prior,2070,December,23,190.433,1050,11744,0.094
monthly_precip,2030,January,0,103.126,309,11744,0.094
monthly_precip,2030,February,0,103.419,318,11744,0.094
monthly_precip,2030,March,8,134.733,445,11744,0.094
monthly_precip,2030,April,17,134.98,698,11744,0.094
monthly_precip,2030,May,1,69.039,464,11744,0.094
monthly_precip,2030,June,0,29.124,224,11744,0.094
monthly_precip,2030,July,0,30.805,242,11744,0.094
monthly_precip,2030,August,0,35.782,285,11744,0.094
monthly_precip,2030,September,0,35.087,209,11744,0.094
monthly_precip,2030,October,1,53.546,425,11744,0.094
monthly_precip,2030,November,19,95.821,595,11744,0.094
monthly_precip,2030,December,4,113.677,289,11744,0.094
monthly_precip,2050,January,0,104.867,310,11744,0.094
monthly_precip,2050,February,0,100.544,319,11744,0.094
monthly_precip,2050,March,8,136.461,449,11744,0.094
monthly_precip,2050,April,18,150.911,773,11744,0.094
monthly_precip,2050,May,1,72.202,445,11744,0.094
monthly_precip,2050,June,0,27.909,224,11744,0.094
monthly_precip,2050,July,0,31.027,250,11744,0.094
monthly_precip,2050,August,0,36.674,294,11744,0.094
monthly_precip,2050,September,0,36.62,211,11744,0.094
monthly_precip,2050,October,1,53.581,402,11744,0.094
monthly_precip,2050,November,18,94.929,597,11744,0.094
monthly_precip,2050,December,3,113.111,298,11744,0.094
monthly_precip,2070,January,0,104.264,306,11744,0.094
monthly_precip,2070,February,0,105.251,338,11744,0.094
monthly_precip,2070,March,8,133.427,443,11744,0.094
monthly_precip,2070,April,18,155.643,814,11744,0.094
monthly_precip,2070,May,1,70.86,471,11744,0.094
monthly_precip,2070,June,0,29.864,221,11744,0.094
monthly_precip,2070,July,0,31.798,259,11744,0.094
monthly_precip,2070,August,0,37.866,306,11744,0.094
monthly_precip,2070,September,0,38.996,222,11744,0.094
monthly_precip,2070,October,1,54.976,414,11744,0.094
monthly_precip,2070,November,20,96.462,608,11744,0.094
monthly_precip,2070,December,3,116.519,302,11744,0.094
monthly_precip_lag_1,2030,January,4,113.677,289,11744,0.094
monthly_precip_lag_1,2030,February,0,103.126,309,11744,0.094
monthly_precip_lag_1,2030,March,0,103.419,318,11744,0.094
