variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,44,246.739,1129,11744,0.094
cum_precip_3_months_prior,2030,February,38,286.312,776,11744,0.094
cum_precip_3_months_prior,2030,March,11,282.556,870,11744,0.094
cum_precip_3_months_prior,2030,April,7,305.81,940,11744,0.094
cum_precip_3_months_prior,2030,May,60,343.156,1381,11744,0.094
cum_precip_3_months_prior,2030,June,69,329.472,1614,11744,0.094
cum_precip_3_months_prior,2030,July,28,233.801,1307,11744,0.094
cum_precip_3_months_prior,2030,August,1,134.726,684,11744,0.094
cum_precip_3_months_prior,2030,September,0,94.514,667,11744,0.094
cum_precip_3_months_prior,2030,October,0,96.433,638,11744,0.094
cum_precip_3_months_prior,2030,November,1,118.589,624,11744,0.094
cum_precip_3_months_prior,2030,December,20,176.24,992,11744,0.094
cum_precip_3_months_prior,2050,January,43,256.124,1131,11744,0.094
cum_precip_3_months_prior,2050,February,38,304.086,780,11744,0.094
cum_precip_3_months_prior,2050,March,11,304.212,927,11744,0.094
cum_precip_3_months_prior,2050,April,8,310.052,972,11744,0.094
cum_precip_3_months_prior,2050,May,62,348.757,1292,11744,0.094
cum_precip_3_months_prior,2050,June,71,334.716,1531,11744,0.094
cum_precip_3_months_prior,2050,July,27,247.501,1274,11744,0.094
cum_precip_3_months_prior,2050,August,1,141.514,714,11744,0.094
cum_precip_3_months_prior,2050,September,0,98.352,675,11744,0.094
cum_precip_3_months_prior,2050,October,0,99.283,645,11744,0.094
cum_precip_3_months_prior,2050,November,1,118.602,635,11744,0.094
cum_precip_3_months_prior,2050,December,22,175.68,980,11744,0.094
cum_precip_3_months_prior,2070,January,44,257.682,1164,11744,0.094
cum_precip_3_months_prior,2070,February,40,296.249,793,11744,0.094
cum_precip_3_months_prior,2070,March,11,287.123,963,11744,0.094
cum_precip_3_months_prior,2070,April,8,306.655,1080,11744,0.094
cum_precip_3_months_prior,2070,May,60,346.646,1312,11744,0.094
cum_precip_3_months_prior,2070,June,70,338.912,1558,11744,0.094
cum_precip_3_months_prior,2070,July,27,241.084,1277,11744,0.094
cum_precip_3_months_prior,2070,August,1,140.036,692,11744,0.094
cum_precip_3_months_prior,2070,September,0,93.853,647,11744,0.094
cum_precip_3_months_prior,2070,October,0,97.998,665,11744,0.094
cum_precip_3_months_prior,2070,November,1,120.487,653,11744,0.094
cum_precip_3_months_prior,2070,December,22,183.53,1019,11744,0.094
monthly_precip,2030,January,0,92.028,311,11744,0.094
monthly_precip,2030,February,0,87.422,303,11744,0.094
monthly_precip,2030,March,7,126.36,439,11744,0.094
monthly_precip,2030,April,18,129.374,782,11744,0.094
monthly_precip,2030,May,1,73.738,484,11744,0.094
monthly_precip,2030,June,0,30.689,221,11744,0.094
monthly_precip,2030,July,0,30.299,230,11744,0.094
monthly_precip,2030,August,0,33.527,240,11744,0.094
monthly_precip,2030,September,0,32.607,207,11744,0.094
monthly_precip,2030,October,1,52.455,402,11744,0.094
monthly_precip,2030,November,18,91.178,560,11744,0.094
monthly_precip,2030,December,3,103.106,303,11744,0.094
monthly_precip,2050,January,0,99.363,353,11744,0.094
monthly_precip,2050,February,0,90.73,328,11744,0.094
monthly_precip,2050,March,8,119.959,403,11744,0.094
monthly_precip,2050,April,17,138.068,734,11744,0.094
