variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,42,243.322,1081,11744,0.094
cum_precip_3_months_prior,2030,February,35,283.256,752,11744,0.094
cum_precip_3_months_prior,2030,March,11,286.075,880,11744,0.094
cum_precip_3_months_prior,2030,April,8,306.229,940,11744,0.094
cum_precip_3_months_prior,2030,May,59,346.574,1354,11744,0.094
cum_precip_3_months_prior,2030,June,68,329.535,1600,11744,0.094
cum_precip_3_months_prior,2030,July,28,234.524,1298,11744,0.094
cum_precip_3_months_prior,2030,August,1,133.954,677,11744,0.094
cum_precip_3_months_prior,2030,September,0,96.611,684,11744,0.094
cum_precip_3_months_prior,2030,October,0,97.099,627,11744,0.094
cum_precip_3_months_prior,2030,November,1,117.392,606,11744,0.094
cum_precip_3_months_prior,2030,December,21,168.954,935,11744,0.094
cum_precip_3_months_prior,2050,January,44,255.624,1164,11744,0.094
cum_precip_3_months_prior,2050,February,38,300.161,785,11744,0.094
cum_precip_3_months_prior,2050,March,12,304.822,865,11744,0.094
cum_precip_3_months_prior,2050,April,9,318.418,941,11744,0.094
cum_precip_3_months_prior,2050,May,62,363.108,1374,11744,0.094
cum_precip_3_months_prior,2050,June,72,340.775,1606,11744,0.094
cum_precip_3_months_prior,2050,July,28,247.247,1347,11744,0.094
cum_precip_3_months_prior,2050,August,1,136.898,678,11744,0.094
cum_precip_3_months_prior,2050,September,0,96.975,676,11744,0.094
cum_precip_3_months_prior,2050,October,0,100.444,673,11744,0.094
cum_precip_3_months_prior,2050,November,1,121.566,640,11744,0.094
cum_precip_3_months_prior,2050,December,22,179.161,1014,11744,0.094
cum_precip_3_months_prior,2070,January,47,265.593,1230,11744,0.094
cum_precip_3_months_prior,2070,February,41,312.736,812,11744,0.094
cum_precip_3_months_prior,2070,March,12,306.875,866,11744,0.094
cum_precip_3_months_prior,2070,April,9,321.83,976,11744,0.094
cum_precip_3_months_prior,2070,May,66,362.139,1355,11744,0.094
cum_precip_3_months_prior,2070,June,78,348.964,1586,11744,0.094
cum_precip_3_months_prior,2070,July,28,254.179,1321,11744,0.094
cum_precip_3_months_prior,2070,August,1,143.225,725,11744,0.094
cum_precip_3_months_prior,2070,September,0,97.06,687,11744,0.094
cum_precip_3_months_prior,2070,October,0,100.609,656,11744,0.094
cum_precip_3_months_prior,2070,November,1,124.11,627,11744,0.094
cum_precip_3_months_prior,2070,December,26,189.311,1099,11744,0.094
monthly_precip,2030,January,0,90.304,300,11744,0.094
monthly_precip,2030,February,0,89.774,307,11744,0.094
monthly_precip,2030,March,8,126.152,435,11744,0.094
monthly_precip,2030,April,18,130.648,758,11744,0.094
monthly_precip,2030,May,1,72.735,476,11744,0.094
monthly_precip,2030,June,0,31.141,210,11744,0.094
monthly_precip,2030,July,0,30.077,229,11744,0.094
monthly_precip,2030,August,0,35.392,254,11744,0.094
monthly_precip,2030,September,0,31.629,190,11744,0.094
monthly_precip,2030,October,1,50.371,390,11744,0.094
monthly_precip,2030,November,19,86.954,514,11744,0.094
monthly_precip,2030,December,3,105.998,304,11744,0.094
monthly_precip,2050,January,0,97.665,333,11744,0.094
monthly_precip,2050,February,0,97.538,303,11744,0.094
monthly_precip,2050,March,9,123.215,391,11744,0.094
monthly_precip,2050,April,18,142.355,812,11744,0.094
monthly_precip,2050,May,1,75.206,437,11744,0.094
monthly_precip,2050,June,0,29.686,206,11744,0.094
monthly_precip,2050,July,0,32.006,244,11744,0.094
monthly_precip,2050,August,0,35.283,249,11744,0.094
monthly_precip,2050,September,0,33.155,205,11744,0.094
monthly_precip,2050,October,1,53.128,432,11744,0.094
monthly_precip,2050,November,20,92.878,551,11744,0.094
monthly_precip,2050,December,3,109.618,300,11744,0.094
monthly_precip,2070,January,0,102.153,312,11744,0.094
monthly_precip,2070,February,0,93.883,303,11744,0.094
monthly_precip,2070,March,9,125.793,397,11744,0.094
monthly_precip,2070,April,18,142.462,787,11744,0.094
monthly_precip,2070,May,1,80.708,490,11744,0.094
monthly_precip,2070,June,0,31.008,213,11744,0.094
monthly_precip,2070,July,0,31.509,240,11744,0.094
monthly_precip,2070,August,0,34.543,250,11744,0.094
monthly_precip,2070,September,0,34.557,200,11744,0.094
monthly_precip,2070,October,1,55.01,477,11744,0.094
monthly_precip,2070,November,24,99.745,591,11744,0.094
monthly_precip,2070,December,3,110.839,299,11744,0.094
monthly_precip_lag_1,2030,January,3,105.998,304,11744,0.094
monthly_precip_lag_1,2030,February,0,90.304,300,11744,0.094
monthly_precip_lag_1,2030,March,0,89.774,307,11744,0.094
monthly_precip_lag_1,2030,April,8,126.152,435,11744,0.094
monthly_precip_lag_1,2030,May,18,130.648,758,11744,0.094
monthly_precip_lag_1,2030,June,1,72.735,476,11744,0.094
monthly_precip_lag_1,2030,July,0,31.141,210,11744,0.094
monthly_precip_lag_1,2030,August,0,30.077,229,11744,0.094
monthly_precip_lag_1,2030,September,0,35.392,254,11744,0.094
monthly_precip_lag_1,2030,October,0,31.629,190,11744,0.094
monthly_precip_lag_1,2030,November,1,50.371,390,11744,0.094
monthly_precip_lag_1,2030,December,19,86.954,514,11744,0.094
monthly_precip_lag_1,2050,January,3,109.618,300,11744,0.094
monthly_precip_lag_1,2050,February,0,97.665,333,11744,0.094
monthly_precip_lag_1,2050,March,0,97.538,303,11744,0.094
monthly_precip_lag_1,2050,April,9,123.215,391,11744,0.094
monthly_precip_lag_1,2050,May,18,142.355,812,11744,0.094
monthly_precip_lag_1,2050,June,1,75.206,437,11744,0.094
monthly_precip_lag_1,2050,July,0,29.686,206,11744,0.094
monthly_precip_lag_1,2050,August,0,32.006,244,11744,0.094
monthly_precip_lag_1,2050,September,0,35.283,249,11744,0.094
monthly_precip_lag_1,2050,October,0,33.155,205,11744,0.094
monthly_precip_lag_1,2050,November,1,53.128,432,11744,0.094
monthly_precip_lag_1,2050,December,20,92.878,551,11744,0.094
monthly_precip_lag_1,2070,January,3,110.839,299,11744,0.094
monthly_precip_lag_1,2070,February,0,102.153,312,11744,0.094
monthly_precip_lag_1,2070,March,0,93.883,303,11744,0.094
monthly_precip_lag_1,2070,April,9,125.793,397,11744,0.094
monthly_precip_lag_1,2070,May,18,142.462,787,11744,0.094
monthly_precip_lag_1,2070,June,1,80.708,490,11744,0.094
monthly_precip_lag_1,2070,July,0,31.008,213,11744,0.094
monthly_precip_lag_1,2070,August,0,31.509,240,11744,0.094
monthly_precip_lag_1,2070,September,0,34.543,250,11744,0.094
monthly_precip_lag_1,2070,October,0,34.557,200,11744,0.094
monthly_precip_lag_1,2070,November,1,55.01,477,11744,0.094
monthly_precip_lag_1,2070,December,24,99.745,591,11744,0.094
monthly_precip_lag_2,2030,January,19,86.954,514,11744,0.094
monthly_precip_lag_2,2030,February,3,105.998,304,11744,0.094
monthly_precip_lag_2,2030,March,0,90.304,300,11744,0.094
monthly_precip_lag_2,2030,April,0,89.774,307,11744,0.094
monthly_precip_lag_2,2030,May,8,126.152,435,11744,0.094
monthly_precip_lag_2,2030,June,18,130.648,758,11744,0.094
monthly_precip_lag_2,2030,July,1,72.735,476,11744,0.094
monthly_precip_lag_2,2030,August,0,31.141,210,11744,0.094
monthly_precip_lag_2,2030,September,0,30.077,229,11744,0.094
monthly_precip_lag_2,2030,October,0,35.392,254,11744,0.094
monthly_precip_lag_2,2030,November,0,31.629,190,11744,0.094
monthly_precip_lag_2,2030,December,1,50.371,390,11744,0.094
monthly_precip_lag_2,2050,January,20,92.878,551,11744,0.094
monthly_precip_lag_2,2050,February,3,109.618,300,11744,0.094
monthly_precip_lag_2,2050,March,0,97.665,333,11744,0.094
monthly_precip_lag_2,2050,April,0,97.538,303,11744,0.094
monthly_precip_lag_2,2050,May,9,123.215,391,11744,0.094
monthly_precip_lag_2,2050,June,18,142.355,812,11744,0.094
monthly_precip_lag_2,2050,July,1,75.206,437,11744,0.094
monthly_precip_lag_2,2050,August,0,29.686,206,11744,0.094
monthly_precip_lag_2,2050,September,0,32.006,244,11744,0.094
monthly_precip_lag_2,2050,October,0,35.283,249,11744,0.094
monthly_precip_lag_2,2050,November,0,33.155,205,11744,0.094
monthly_precip_lag_2,2050,December,1,53.128,432,11744,0.094
monthly_precip_lag_2,2070,January,24,99.745,591,11744,0.094
monthly_precip_lag_2,2070,February,3,110.839,299,11744,0.094
monthly_precip_lag_2,2070,March,0,102.153,312,11744,0.094
monthly_precip_lag_2,2070,April,0,93.883,303,11744,0.094
monthly_precip_lag_2,2070,May,9,125.793,397,11744,0.094
monthly_precip_lag_2,2070,June,18,142.462,787,11744,0.094
monthly_precip_lag_2,2070,July,1,80.708,490,11744,0.094
monthly_precip_lag_2,2070,August,0,31.008,213,11744,0.094
monthly_precip_lag_2,2070,September,0,31.509,240,11744,0.094
monthly_precip_lag_2,2070,October,0,34.543,250,11744,0.094
monthly_precip_lag_2,2070,November,0,34.557,200,11744,0.094
monthly_precip_lag_2,2070,December,1,55.01,477,11744,0.094
monthly_precip_lag_3,2030,January,1,50.371,390,11744,0.094
monthly_precip_lag_3,2030,February,19,86.954,514,11744,0.094
monthly_precip_lag_3,2030,March,3,105.998,304,11744,0.094
monthly_precip_lag_3,2030,April,0,90.304,300,11744,0.094
monthly_precip_lag_3,2030,May,0,89.774,307,11744,0.094
monthly_precip_lag_3,2030,June,8,126.152,435,11744,0.094
monthly_precip_lag_3,2030,July,18,130.648,758,11744,0.094
monthly_precip_lag_3,2030,August,1,72.735,476,11744,0.094
monthly_precip_lag_3,2030,September,0,31.141,210,11744,0.094
monthly_precip_lag_3,2030,October,0,30.077,229,11744,0.094
monthly_precip_lag_3,2030,November,0,35.392,254,11744,0.094
monthly_precip_lag_3,2030,December,0,31.629,190,11744,0.094
monthly_precip_lag_3,2050,January,1,53.128,432,11744,0.094
monthly_precip_lag_3,2050,February,20,92.878,551,11744,0.094
monthly_precip_lag_3,2050,March,3,109.618,300,11744,0.094
monthly_precip_lag_3,2050,April,0,97.665,333,11744,0.094
monthly_precip_lag_3,2050,May,0,97.538,303,11744,0.094
monthly_precip_lag_3,2050,June,9,123.215,391,11744,0.094
monthly_precip_lag_3,2050,July,18,142.355,812,11744,0.094
monthly_precip_lag_3,2050,August,1,75.206,437,11744,0.094
monthly_precip_lag_3,2050,September,0,29.686,206,11744,0.094
monthly_precip_lag_3,2050,October,0,32.006,244,11744,0.094
monthly_precip_lag_3,2050,November,0,35.283,249,11744,0.094
monthly_precip_lag_3,2050,December,0,33.155,205,11744,0.094
monthly_precip_lag_3,2070,January,1,55.01,477,11744,0.094
monthly_precip_lag_3,2070,February,24,99.745,591,11744,0.094
monthly_precip_lag_3,2070,March,3,110.839,299,11744,0.094
monthly_precip_lag_3,2070,April,0,102.153,312,11744,0.094
monthly_precip_lag_3,2070,May,0,93.883,303,11744,0.094
monthly_precip_lag_3,2070,June,9,125.793,397,11744,0.094
monthly_precip_lag_3,2070,July,18,142.462,787,11744,0.094
monthly_precip_lag_3,2070,August,1,80.708,490,11744,0.094
monthly_precip_lag_3,2070,September,0,31.008,213,11744,0.094
monthly_precip_lag_3,2070,October,0,31.509,240,11744,0.094
monthly_precip_lag_3,2070,November,0,34.543,250,11744,0.094
monthly_precip_lag_3,2070,December,0,34.557,200,11744,0.094
monthly_tmax,2030,January,6.2,30.335,39.2,11744,0.094
monthly_tmax,2030,February,7.1,30.614,39.2,11744,0.094
monthly_tmax,2030,March,6.3,30.389,39.5,11744,0.094
monthly_tmax,2030,April,5.2,29.528,38.1,11744,0.094
monthly_tmax,2030,May,3.6,28.578,37.7,11744,0.094
monthly_tmax,2030,June,4.1,27.937,37.3,11744,0.094
monthly_tmax,2030,July,3.4,27.336,36.3,11744,0.094
monthly_tmax,2030,August,3.9,27.962,36.5,11744,0.094
monthly_tmax,2030,September,5.3,29.485,38.1,11744,0.094
monthly_tmax,2030,October,5.9,30.419,38.9,11744,0.094
monthly_tmax,2030,November,5.2,30.358,38.1,11744,0.094
monthly_tmax,2030,December,4.7,29.911,38,11744,0.094
monthly_tmax,2050,January,5.8,30.155,39.3,11744,0.094
monthly_tmax,2050,February,6.7,30.452,39.5,11744,0.094
monthly_tmax,2050,March,6.7,30.482,39.7,11744,0.094
monthly_tmax,2050,April,5.1,29.499,38.4,11744,0.094
monthly_tmax,2050,May,4,28.62,37.9,11744,0.094
monthly_tmax,2050,June,4.3,28.09,37.6,11744,0.094
monthly_tmax,2050,July,3.8,27.377,36.1,11744,0.094
monthly_tmax,2050,August,4.2,28.111,36.4,11744,0.094
monthly_tmax,2050,September,5.4,29.584,38.5,11744,0.094
monthly_tmax,2050,October,6.1,30.419,38.7,11744,0.094
