variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,49,285.469,1358,11744,0.094
cum_precip_3_months_prior,2030,February,40,326.725,911,11744,0.094
cum_precip_3_months_prior,2030,March,11,316.008,1029,11744,0.094
cum_precip_3_months_prior,2030,April,8,325.395,1055,11744,0.094
cum_precip_3_months_prior,2030,May,64,367.078,1339,11744,0.094
cum_precip_3_months_prior,2030,June,75,345.629,1560,11744,0.094
cum_precip_3_months_prior,2030,July,28,249.008,1261,11744,0.094
cum_precip_3_months_prior,2030,August,1,140.512,714,11744,0.094
cum_precip_3_months_prior,2030,September,0,108.244,872,11744,0.094
cum_precip_3_months_prior,2030,October,0,117.878,870,11744,0.094
cum_precip_3_months_prior,2030,November,1,143.435,718,11744,0.094
cum_precip_3_months_prior,2030,December,26,207.87,1193,11744,0.094
cum_precip_3_months_prior,2050,January,51,290.081,1438,11744,0.094
cum_precip_3_months_prior,2050,February,41,330.183,963,11744,0.094
cum_precip_3_months_prior,2050,March,11,322.293,1061,11744,0.094
cum_precip_3_months_prior,2050,April,8,331.287,1102,11744,0.094
cum_precip_3_months_prior,2050,May,60,366.157,1292,11744,0.094
cum_precip_3_months_prior,2050,June,75,337.329,1479,11744,0.094
cum_precip_3_months_prior,2050,July,26,241.694,1184,11744,0.094
cum_precip_3_months_prior,2050,August,1,140.432,732,11744,0.094
cum_precip_3_months_prior,2050,September,0,111.681,914,11744,0.094
cum_precip_3_months_prior,2050,October,0,121.857,910,11744,0.094
cum_precip_3_months_prior,2050,November,1,148.148,762,11744,0.094
cum_precip_3_months_prior,2050,December,27,213.617,1266,11744,0.094
cum_precip_3_months_prior,2070,January,51,291.747,1517,11744,0.094
cum_precip_3_months_prior,2070,February,42,334.178,1022,11744,0.094
cum_precip_3_months_prior,2070,March,12,328.76,1071,11744,0.094
cum_precip_3_months_prior,2070,April,7,338.574,1124,11744,0.094
cum_precip_3_months_prior,2070,May,57,373.516,1289,11744,0.094
cum_precip_3_months_prior,2070,June,74,339.299,1461,11744,0.094
cum_precip_3_months_prior,2070,July,25,240.458,1160,11744,0.094
cum_precip_3_months_prior,2070,August,1,136.984,728,11744,0.094
cum_precip_3_months_prior,2070,September,0,111.128,916,11744,0.094
cum_precip_3_months_prior,2070,October,0,123.022,925,11744,0.094
cum_precip_3_months_prior,2070,November,1,149.124,781,11744,0.094
cum_precip_3_months_prior,2070,December,26,214.614,1336,11744,0.094
monthly_precip,2030,January,0,102.537,350,11744,0.094
monthly_precip,2030,February,0,95.165,354,11744,0.094
monthly_precip,2030,March,8,127.694,427,11744,0.094
monthly_precip,2030,April,18,144.219,748,11744,0.094
monthly_precip,2030,May,1,73.716,460,11744,0.094
monthly_precip,2030,June,0,31.073,212,11744,0.094
monthly_precip,2030,July,0,35.723,310,11744,0.094
monthly_precip,2030,August,0,41.448,353,11744,0.094
monthly_precip,2030,September,0,40.707,227,11744,0.094
monthly_precip,2030,October,1,61.281,500,11744,0.094
monthly_precip,2030,November,24,105.882,660,11744,0.094
monthly_precip,2030,December,3,118.306,329,11744,0.094
monthly_precip,2050,January,0,103.032,351,11744,0.094
monthly_precip,2050,February,0,101.088,381,11744,0.094
monthly_precip,2050,March,8,127.167,418,11744,0.094
monthly_precip,2050,April,17,137.902,696,11744,0.094
monthly_precip,2050,May,1,72.26,437,11744,0.094
monthly_precip,2050,June,0,31.532,221,11744,0.094
monthly_precip,2050,July,0,36.639,320,11744,0.094
monthly_precip,2050,August,0,43.509,376,11744,0.094
monthly_precip,2050,September,0,41.709,229,11744,0.094
monthly_precip,2050,October,1,62.93,528,11744,0.094
monthly_precip,2050,November,24,108.978,704,11744,0.094
monthly_precip,2050,December,3,118.174,333,11744,0.094
monthly_precip,2070,January,0,105.901,356,11744,0.094
monthly_precip,2070,February,0,103.441,390,11744,0.094
monthly_precip,2070,March,7,129.232,421,11744,0.094
monthly_precip,2070,April,16,140.843,695,11744,0.094
