variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,46,257.402,1197,11744,0.094
cum_precip_3_months_prior,2030,February,39,302.286,828,11744,0.094
cum_precip_3_months_prior,2030,March,12,303.9,879,11744,0.094
cum_precip_3_months_prior,2030,April,8,323.472,1009,11744,0.094
cum_precip_3_months_prior,2030,May,67,368.241,1327,11744,0.094
cum_precip_3_months_prior,2030,June,75,346.5,1540,11744,0.094
cum_precip_3_months_prior,2030,July,26,247.85,1220,11744,0.094
cum_precip_3_months_prior,2030,August,1,137.596,677,11744,0.094
cum_precip_3_months_prior,2030,September,0,101.035,756,11744,0.094
cum_precip_3_months_prior,2030,October,0,108.007,742,11744,0.094
cum_precip_3_months_prior,2030,November,1,128.607,680,11744,0.094
cum_precip_3_months_prior,2030,December,23,185.294,1023,11744,0.094
cum_precip_3_months_prior,2050,January,48,264.515,1226,11744,0.094
cum_precip_3_months_prior,2050,February,40,315.42,892,11744,0.094
cum_precip_3_months_prior,2050,March,13,320.546,910,11744,0.094
cum_precip_3_months_prior,2050,April,9,346.15,1058,11744,0.094
cum_precip_3_months_prior,2050,May,74,393.288,1392,11744,0.094
cum_precip_3_months_prior,2050,June,81,365.994,1606,11744,0.094
cum_precip_3_months_prior,2050,July,26,253.277,1253,11744,0.094
cum_precip_3_months_prior,2050,August,1,135.86,696,11744,0.094
cum_precip_3_months_prior,2050,September,0,101.537,767,11744,0.094
cum_precip_3_months_prior,2050,October,0,108.516,743,11744,0.094
cum_precip_3_months_prior,2050,November,1,127.89,680,11744,0.094
cum_precip_3_months_prior,2050,December,22,184.382,1025,11744,0.094
cum_precip_3_months_prior,2070,January,48,260.949,1229,11744,0.094
cum_precip_3_months_prior,2070,February,40,313.252,886,11744,0.094
cum_precip_3_months_prior,2070,March,13,314.684,873,11744,0.094
cum_precip_3_months_prior,2070,April,9,349.08,1060,11744,0.094
cum_precip_3_months_prior,2070,May,76,397.388,1416,11744,0.094
cum_precip_3_months_prior,2070,June,85,373.316,1632,11744,0.094
cum_precip_3_months_prior,2070,July,29,258.08,1303,11744,0.094
cum_precip_3_months_prior,2070,August,1,137.794,699,11744,0.094
cum_precip_3_months_prior,2070,September,0,101.582,774,11744,0.094
cum_precip_3_months_prior,2070,October,0,110.779,770,11744,0.094
cum_precip_3_months_prior,2070,November,1,130.454,681,11744,0.094
cum_precip_3_months_prior,2070,December,23,189.306,1040,11744,0.094
monthly_precip,2030,January,0,98.667,300,11744,0.094
monthly_precip,2030,February,0,95.656,308,11744,0.094
monthly_precip,2030,March,8,129.149,444,11744,0.094
monthly_precip,2030,April,17,143.435,715,11744,0.094
monthly_precip,2030,May,1,73.916,458,11744,0.094
monthly_precip,2030,June,0,30.499,202,11744,0.094
monthly_precip,2030,July,0,33.181,277,11744,0.094
monthly_precip,2030,August,0,37.355,288,11744,0.094
monthly_precip,2030,September,0,37.47,222,11744,0.094
monthly_precip,2030,October,1,53.782,432,11744,0.094
monthly_precip,2030,November,21,94.042,561,11744,0.094
monthly_precip,2030,December,4,109.578,285,11744,0.094
monthly_precip,2050,January,0,103.724,310,11744,0.094
monthly_precip,2050,February,0,99.215,297,11744,0.094
monthly_precip,2050,March,9,143.21,483,11744,0.094
monthly_precip,2050,April,17,150.863,759,11744,0.094
monthly_precip,2050,May,1,71.92,474,11744,0.094
monthly_precip,2050,June,0,30.494,201,11744,0.094
monthly_precip,2050,July,0,33.446,280,11744,0.094
monthly_precip,2050,August,0,37.597,291,11744,0.094
monthly_precip,2050,September,0,37.473,218,11744,0.094
monthly_precip,2050,October,1,52.82,403,11744,0.094
monthly_precip,2050,November,19,94.089,591,11744,0.094
monthly_precip,2050,December,3,117.607,315,11744,0.094
monthly_precip,2070,January,0,105.145,308,11744,0.094
monthly_precip,2070,February,0,98.274,309,11744,0.094
monthly_precip,2070,March,9,145.662,472,11744,0.094
monthly_precip,2070,April,19,153.453,801,11744,0.094
monthly_precip,2070,May,1,74.202,449,11744,0.094
monthly_precip,2070,June,0,30.425,205,11744,0.094
monthly_precip,2070,July,0,33.167,277,11744,0.094
monthly_precip,2070,August,0,37.99,296,11744,0.094
monthly_precip,2070,September,0,39.622,233,11744,0.094
monthly_precip,2070,October,1,52.842,413,11744,0.094
monthly_precip,2070,November,21,96.842,596,11744,0.094
monthly_precip,2070,December,3,111.265,289,11744,0.094
monthly_precip_lag_1,2030,January,4,109.578,285,11744,0.094
monthly_precip_lag_1,2030,February,0,98.667,300,11744,0.094
monthly_precip_lag_1,2030,March,0,95.656,308,11744,0.094
monthly_precip_lag_1,2030,April,8,129.149,444,11744,0.094
monthly_precip_lag_1,2030,May,17,143.435,715,11744,0.094
monthly_precip_lag_1,2030,June,1,73.916,458,11744,0.094
monthly_precip_lag_1,2030,July,0,30.499,202,11744,0.094
monthly_precip_lag_1,2030,August,0,33.181,277,11744,0.094
monthly_precip_lag_1,2030,September,0,37.355,288,11744,0.094
monthly_precip_lag_1,2030,October,0,37.47,222,11744,0.094
monthly_precip_lag_1,2030,November,1,53.782,432,11744,0.094
monthly_precip_lag_1,2030,December,21,94.042,561,11744,0.094
monthly_precip_lag_1,2050,January,3,117.607,315,11744,0.094
monthly_precip_lag_1,2050,February,0,103.724,310,11744,0.094
monthly_precip_lag_1,2050,March,0,99.215,297,11744,0.094
monthly_precip_lag_1,2050,April,9,143.21,483,11744,0.094
monthly_precip_lag_1,2050,May,17,150.863,759,11744,0.094
monthly_precip_lag_1,2050,June,1,71.92,474,11744,0.094
monthly_precip_lag_1,2050,July,0,30.494,201,11744,0.094
monthly_precip_lag_1,2050,August,0,33.446,280,11744,0.094
monthly_precip_lag_1,2050,September,0,37.597,291,11744,0.094
monthly_precip_lag_1,2050,October,0,37.473,218,11744,0.094
monthly_precip_lag_1,2050,November,1,52.82,403,11744,0.094
