variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,47,264.876,1219,11744,0.094
cum_precip_3_months_prior,2030,February,43,315.453,885,11744,0.094
cum_precip_3_months_prior,2030,March,14,318.751,914,11744,0.094
cum_precip_3_months_prior,2030,April,8,337.107,995,11744,0.094
cum_precip_3_months_prior,2030,May,64,373.531,1351,11744,0.094
cum_precip_3_months_prior,2030,June,72,342.198,1541,11744,0.094
cum_precip_3_months_prior,2030,July,28,238.121,1221,11744,0.094
cum_precip_3_months_prior,2030,August,1,126.714,655,11744,0.094
cum_precip_3_months_prior,2030,September,0,94.283,687,11744,0.094
cum_precip_3_months_prior,2030,October,0,100.594,682,11744,0.094
cum_precip_3_months_prior,2030,November,1,125,647,11744,0.094
cum_precip_3_months_prior,2030,December,22,185.466,1033,11744,0.094
cum_precip_3_months_prior,2050,January,48,265.478,1201,11744,0.094
cum_precip_3_months_prior,2050,February,43,319.393,873,11744,0.094
cum_precip_3_months_prior,2050,March,14,326.96,915,11744,0.094
cum_precip_3_months_prior,2050,April,8,345.916,1036,11744,0.094
cum_precip_3_months_prior,2050,May,68,389.209,1413,11744,0.094
cum_precip_3_months_prior,2050,June,78,359.765,1605,11744,0.094
cum_precip_3_months_prior,2050,July,27,253.088,1264,11744,0.094
cum_precip_3_months_prior,2050,August,1,132.792,645,11744,0.094
cum_precip_3_months_prior,2050,September,0,95.183,728,11744,0.094
cum_precip_3_months_prior,2050,October,0,102.762,729,11744,0.094
cum_precip_3_months_prior,2050,November,1,125.85,654,11744,0.094
cum_precip_3_months_prior,2050,December,21,185.336,1011,11744,0.094
cum_precip_3_months_prior,2070,January,53,266.675,1218,11744,0.094
cum_precip_3_months_prior,2070,February,44,322.765,899,11744,0.094
cum_precip_3_months_prior,2070,March,15,334.789,934,11744,0.094
cum_precip_3_months_prior,2070,April,8,358.609,1074,11744,0.094
cum_precip_3_months_prior,2070,May,71,399.595,1493,11744,0.094
cum_precip_3_months_prior,2070,June,81,365.26,1674,11744,0.094
cum_precip_3_months_prior,2070,July,27,252.592,1323,11744,0.094
cum_precip_3_months_prior,2070,August,1,131.764,670,11744,0.094
cum_precip_3_months_prior,2070,September,0,95.551,742,11744,0.094
cum_precip_3_months_prior,2070,October,0,105.473,764,11744,0.094
cum_precip_3_months_prior,2070,November,1,129.224,665,11744,0.094
cum_precip_3_months_prior,2070,December,20,187.748,1018,11744,0.094
monthly_precip,2030,January,0,104.508,315,11744,0.094
monthly_precip,2030,February,0,99.814,321,11744,0.094
monthly_precip,2030,March,8,132.784,446,11744,0.094
monthly_precip,2030,April,18,140.933,722,11744,0.094
monthly_precip,2030,May,1,68.481,464,11744,0.094
monthly_precip,2030,June,0,28.707,220,11744,0.094
monthly_precip,2030,July,0,29.526,227,11744,0.094
monthly_precip,2030,August,0,36.051,283,11744,0.094
monthly_precip,2030,September,0,35.018,211,11744,0.094
monthly_precip,2030,October,1,53.931,399,11744,0.094
monthly_precip,2030,November,19,96.517,606,11744,0.094
monthly_precip,2030,December,4,114.428,305,11744,0.094
monthly_precip,2050,January,0,107.391,316,11744,0.094
monthly_precip,2050,February,0,103.499,341,11744,0.094
monthly_precip,2050,March,8,135.026,461,11744,0.094
monthly_precip,2050,April,18,150.684,761,11744,0.094
monthly_precip,2050,May,1,74.055,434,11744,0.094
monthly_precip,2050,June,0,28.349,219,11744,0.094
monthly_precip,2050,July,0,30.388,250,11744,0.094
monthly_precip,2050,August,0,36.446,292,11744,0.094
monthly_precip,2050,September,0,35.928,209,11744,0.094
monthly_precip,2050,October,1,53.476,389,11744,0.094
monthly_precip,2050,November,18,95.931,595,11744,0.094
