variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,46,266.201,1258,11744,0.094
cum_precip_3_months_prior,2030,February,42,315.977,858,11744,0.094
cum_precip_3_months_prior,2030,March,13,320.572,917,11744,0.094
cum_precip_3_months_prior,2030,April,9,342.975,1085,11744,0.094
cum_precip_3_months_prior,2030,May,70,385.412,1364,11744,0.094
cum_precip_3_months_prior,2030,June,79,354.964,1553,11744,0.094
cum_precip_3_months_prior,2030,July,26,248.424,1229,11744,0.094
cum_precip_3_months_prior,2030,August,1,135.707,692,11744,0.094
cum_precip_3_months_prior,2030,September,0,107.148,822,11744,0.094
cum_precip_3_months_prior,2030,October,0,114.524,801,11744,0.094
cum_precip_3_months_prior,2030,November,1,135.03,705,11744,0.094
cum_precip_3_months_prior,2030,December,24,189.442,1081,11744,0.094
cum_precip_3_months_prior,2050,January,48,275.516,1335,11744,0.094
cum_precip_3_months_prior,2050,February,47,332.664,939,11744,0.094
cum_precip_3_months_prior,2050,March,14,340.551,946,11744,0.094
cum_precip_3_months_prior,2050,April,9,362.913,1149,11744,0.094
cum_precip_3_months_prior,2050,May,74,403.553,1381,11744,0.094
cum_precip_3_months_prior,2050,June,84,370.463,1542,11744,0.094
cum_precip_3_months_prior,2050,July,26,258.096,1198,11744,0.094
cum_precip_3_months_prior,2050,August,1,139.918,751,11744,0.094
cum_precip_3_months_prior,2050,September,0,108.385,845,11744,0.094
cum_precip_3_months_prior,2050,October,0,115.681,819,11744,0.094
cum_precip_3_months_prior,2050,November,1,136.07,714,11744,0.094
cum_precip_3_months_prior,2050,December,24,192.807,1135,11744,0.094
cum_precip_3_months_prior,2070,January,51,280.848,1453,11744,0.094
cum_precip_3_months_prior,2070,February,46,337.832,1036,11744,0.094
cum_precip_3_months_prior,2070,March,15,344.947,947,11744,0.094
cum_precip_3_months_prior,2070,April,9,369.631,1184,11744,0.094
cum_precip_3_months_prior,2070,May,73,412.593,1390,11744,0.094
cum_precip_3_months_prior,2070,June,89,376.801,1542,11744,0.094
cum_precip_3_months_prior,2070,July,25,258.864,1181,11744,0.094
cum_precip_3_months_prior,2070,August,1,138.22,747,11744,0.094
cum_precip_3_months_prior,2070,September,0,107.359,835,11744,0.094
cum_precip_3_months_prior,2070,October,0,116.194,821,11744,0.094
cum_precip_3_months_prior,2070,November,1,136.892,735,11744,0.094
cum_precip_3_months_prior,2070,December,23,196.431,1235,11744,0.094
monthly_precip,2030,January,0,104.428,316,11744,0.094
monthly_precip,2030,February,0,100.973,323,11744,0.094
monthly_precip,2030,March,9,137.574,449,11744,0.094
monthly_precip,2030,April,17,146.865,743,11744,0.094
monthly_precip,2030,May,1,70.525,435,11744,0.094
monthly_precip,2030,June,0,31.035,212,11744,0.094
monthly_precip,2030,July,0,34.147,279,11744,0.094
monthly_precip,2030,August,0,41.966,342,11744,0.094
monthly_precip,2030,September,0,38.411,225,11744,0.094
monthly_precip,2030,October,1,54.652,453,11744,0.094
monthly_precip,2030,November,21,96.379,597,11744,0.094
monthly_precip,2030,December,4,115.17,301,11744,0.094
monthly_precip,2050,January,0,112.541,331,11744,0.094
monthly_precip,2050,February,0,106.55,347,11744,0.094
monthly_precip,2050,March,9,143.821,477,11744,0.094
monthly_precip,2050,April,17,153.181,794,11744,0.094
monthly_precip,2050,May,1,73.46,439,11744,0.094
monthly_precip,2050,June,0,31.454,218,11744,0.094
monthly_precip,2050,July,0,35.004,299,11744,0.094
monthly_precip,2050,August,0,41.927,346,11744,0.094
monthly_precip,2050,September,0,38.751,229,11744,0.094
monthly_precip,2050,October,1,55.392,461,11744,0.094
monthly_precip,2050,November,21,98.664,643,11744,0.094
monthly_precip,2050,December,4,121.46,311,11744,0.094
monthly_precip,2070,January,0,112.137,327,11744,0.094
monthly_precip,2070,February,0,109.014,363,11744,0.094
monthly_precip,2070,March,9,148.48,498,11744,0.094
monthly_precip,2070,April,16,155.099,821,11744,0.094
monthly_precip,2070,May,1,73.222,438,11744,0.094
monthly_precip,2070,June,0,30.543,213,11744,0.094
monthly_precip,2070,July,0,34.455,287,11744,0.094
monthly_precip,2070,August,0,42.361,356,11744,0.094
monthly_precip,2070,September,0,39.378,225,11744,0.094
monthly_precip,2070,October,1,55.153,486,11744,0.094
monthly_precip,2070,November,20,101.899,717,11744,0.094
monthly_precip,2070,December,4,123.795,311,11744,0.094
monthly_precip_lag_1,2030,January,4,115.17,301,11744,0.094
monthly_precip_lag_1,2030,February,0,104.428,316,11744,0.094
monthly_precip_lag_1,2030,March,0,100.973,323,11744,0.094
monthly_precip_lag_1,2030,April,9,137.574,449,11744,0.094
monthly_precip_lag_1,2030,May,17,146.865,743,11744,0.094
monthly_precip_lag_1,2030,June,1,70.525,435,11744,0.094
monthly_precip_lag_1,2030,July,0,31.035,212,11744,0.094
monthly_precip_lag_1,2030,August,0,34.147,279,11744,0.094
monthly_precip_lag_1,2030,September,0,41.966,342,11744,0.094
monthly_precip_lag_1,2030,October,0,38.411,225,11744,0.094
monthly_precip_lag_1,2030,November,1,54.652,453,11744,0.094
monthly_precip_lag_1,2030,December,21,96.379,597,11744,0.094
monthly_precip_lag_1,2050,January,4,121.46,311,11744,0.094
monthly_precip_lag_1,2050,February,0,112.541,331,11744,0.094
monthly_precip_lag_1,2050,March,0,106.55,347,11744,0.094
monthly_precip_lag_1,2050,April,9,143.821,477,11744,0.094
monthly_precip_lag_1,2050,May,17,153.181,794,11744,0.094
monthly_precip_lag_1,2050,June,1,73.46,439,11744,0.094
monthly_precip_lag_1,2050,July,0,31.454,218,11744,0.094
monthly_precip_lag_1,2050,August,0,35.004,299,11744,0.094
monthly_precip_lag_1,2050,September,0,41.927,346,11744,0.094
monthly_precip_lag_1,2050,October,0,38.751,229,11744,0.094
monthly_precip_lag_1,2050,November,1,55.392,461,11744,0.094
monthly_precip_lag_1,2050,December,21,98.664,643,11744,0.094
monthly_precip_lag_1,2070,January,4,123.795,311,11744,0.094
monthly_precip_lag_1,2070,February,0,112.137,327,11744,0.094
monthly_precip_lag_1,2070,March,0,109.014,363,11744,0.094
monthly_precip_lag_1,2070,April,9,148.48,498,11744,0.094
monthly_precip_lag_1,2070,May,16,155.099,821,11744,0.094
monthly_precip_lag_1,2070,June,1,73.222,438,11744,0.094
monthly_precip_lag_1,2070,July,0,30.543,213,11744,0.094
monthly_precip_lag_1,2070,August,0,34.455,287,11744,0.094
monthly_precip_lag_1,2070,September,0,42.361,356,11744,0.094
monthly_precip_lag_1,2070,October,0,39.378,225,11744,0.094
monthly_precip_lag_1,2070,November,1,55.153,486,11744,0.094
monthly_precip_lag_1,2070,December,20,101.899,717,11744,0.094
