variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,56,278.251,1379,11744,0.094
cum_precip_3_months_prior,2030,February,40,310.329,896,11744,0.094
cum_precip_3_months_prior,2030,March,12,303.599,867,11744,0.094
cum_precip_3_months_prior,2030,April,8,332.745,1091,11744,0.094
cum_precip_3_months_prior,2030,May,66,387.462,1435,11744,0.094
cum_precip_3_months_prior,2030,June,82,368.424,1672,11744,0.094
cum_precip_3_months_prior,2030,July,29,258.692,1304,11744,0.094
cum_precip_3_months_prior,2030,August,1,148.234,757,11744,0.094
cum_precip_3_months_prior,2030,September,0,106.631,703,11744,0.094
cum_precip_3_months_prior,2030,October,0,110.916,706,11744,0.094
cum_precip_3_months_prior,2030,November,1,134.579,667,11744,0.094
cum_precip_3_months_prior,2030,December,26,201.95,1202,11744,0.094
cum_precip_3_months_prior,2050,January,63,286.98,1377,11744,0.094
cum_precip_3_months_prior,2050,February,45,330.117,981,11744,0.094
cum_precip_3_months_prior,2050,March,16,335.654,925,11744,0.094
cum_precip_3_months_prior,2050,April,9,365.009,1175,11744,0.094
cum_precip_3_months_prior,2050,May,65,419.746,1465,11744,0.094
cum_precip_3_months_prior,2050,June,91,387.172,1660,11744,0.094
cum_precip_3_months_prior,2050,July,28,267.099,1281,11744,0.094
cum_precip_3_months_prior,2050,August,1,146.574,782,11744,0.094
cum_precip_3_months_prior,2050,September,0,105.44,720,11744,0.094
cum_precip_3_months_prior,2050,October,0,114.648,745,11744,0.094
cum_precip_3_months_prior,2050,November,1,137.3,692,11744,0.094
cum_precip_3_months_prior,2050,December,26,205.471,1147,11744,0.094
cum_precip_3_months_prior,2070,January,56,282.903,1279,11744,0.094
cum_precip_3_months_prior,2070,February,47,332.155,914,11744,0.094
cum_precip_3_months_prior,2070,March,17,334.755,891,11744,0.094
cum_precip_3_months_prior,2070,April,9,373.392,1242,11744,0.094
cum_precip_3_months_prior,2070,May,76,419.39,1437,11744,0.094
cum_precip_3_months_prior,2070,June,93,389.025,1634,11744,0.094
cum_precip_3_months_prior,2070,July,27,261.692,1245,11744,0.094
cum_precip_3_months_prior,2070,August,1,146.318,745,11744,0.094
cum_precip_3_months_prior,2070,September,0,107.509,715,11744,0.094
cum_precip_3_months_prior,2070,October,0,115.172,738,11744,0.094
cum_precip_3_months_prior,2070,November,1,135.296,672,11744,0.094
cum_precip_3_months_prior,2070,December,24,201.871,1072,11744,0.094
monthly_precip,2030,January,0,91.897,298,11744,0.094
monthly_precip,2030,February,0,97.229,340,11744,0.094
monthly_precip,2030,March,8,143.619,514,11744,0.094
monthly_precip,2030,April,19,146.615,791,11744,0.094
monthly_precip,2030,May,1,78.191,496,11744,0.094
monthly_precip,2030,June,0,33.887,232,11744,0.094
monthly_precip,2030,July,0,36.156,268,11744,0.094
monthly_precip,2030,August,0,36.588,279,11744,0.094
monthly_precip,2030,September,0,38.171,225,11744,0.094
monthly_precip,2030,October,1,59.819,544,11744,0.094
monthly_precip,2030,November,24,103.96,623,11744,0.094
monthly_precip,2030,December,3,114.472,292,11744,0.094
monthly_precip,2050,January,0,101.61,326,11744,0.094
monthly_precip,2050,February,0,111.028,385,11744,0.094
monthly_precip,2050,March,9,152.371,584,11744,0.094
monthly_precip,2050,April,19,156.348,794,11744,0.094
monthly_precip,2050,May,1,78.453,480,11744,0.094
monthly_precip,2050,June,0,32.298,222,11744,0.094
monthly_precip,2050,July,0,35.822,267,11744,0.094
monthly_precip,2050,August,0,37.319,296,11744,0.094
monthly_precip,2050,September,0,41.507,248,11744,0.094
monthly_precip,2050,October,1,58.474,464,11744,0.094
monthly_precip,2050,November,24,105.49,645,11744,0.094
monthly_precip,2050,December,4,123.016,309,11744,0.094
monthly_precip,2070,January,0,106.272,302,11744,0.094
monthly_precip,2070,February,0,106.851,374,11744,0.094
monthly_precip,2070,March,9,160.27,616,11744,0.094
monthly_precip,2070,April,18,152.269,786,11744,0.094
monthly_precip,2070,May,1,76.486,497,11744,0.094
monthly_precip,2070,June,0,32.937,212,11744,0.094
monthly_precip,2070,July,0,36.895,274,11744,0.094
monthly_precip,2070,August,0,37.676,291,11744,0.094
monthly_precip,2070,September,0,40.601,222,11744,0.094
monthly_precip,2070,October,1,57.02,440,11744,0.094
monthly_precip,2070,November,21,104.251,597,11744,0.094
monthly_precip,2070,December,4,121.632,317,11744,0.094
monthly_precip_lag_1,2030,January,3,114.472,292,11744,0.094
monthly_precip_lag_1,2030,February,0,91.897,298,11744,0.094
monthly_precip_lag_1,2030,March,0,97.229,340,11744,0.094
monthly_precip_lag_1,2030,April,8,143.619,514,11744,0.094
monthly_precip_lag_1,2030,May,19,146.615,791,11744,0.094
monthly_precip_lag_1,2030,June,1,78.191,496,11744,0.094
monthly_precip_lag_1,2030,July,0,33.887,232,11744,0.094
monthly_precip_lag_1,2030,August,0,36.156,268,11744,0.094
monthly_precip_lag_1,2030,September,0,36.588,279,11744,0.094
monthly_precip_lag_1,2030,October,0,38.171,225,11744,0.094
monthly_precip_lag_1,2030,November,1,59.819,544,11744,0.094
monthly_precip_lag_1,2030,December,24,103.96,623,11744,0.094
monthly_precip_lag_1,2050,January,4,123.016,309,11744,0.094
monthly_precip_lag_1,2050,February,0,101.61,326,11744,0.094
monthly_precip_lag_1,2050,March,0,111.028,385,11744,0.094
monthly_precip_lag_1,2050,April,9,152.371,584,11744,0.094
monthly_precip_lag_1,2050,May,19,156.348,794,11744,0.094
monthly_precip_lag_1,2050,June,1,78.453,480,11744,0.094
monthly_precip_lag_1,2050,July,0,32.298,222,11744,0.094
monthly_precip_lag_1,2050,August,0,35.822,267,11744,0.094
monthly_precip_lag_1,2050,September,0,37.319,296,11744,0.094
monthly_precip_lag_1,2050,October,0,41.507,248,11744,0.094
monthly_precip_lag_1,2050,November,1,58.474,464,11744,0.094
monthly_precip_lag_1,2050,December,24,105.49,645,11744,0.094
monthly_precip_lag_1,2070,January,4,121.632,317,11744,0.094
monthly_precip_lag_1,2070,February,0,106.272,302,11744,0.094
monthly_precip_lag_1,2070,March,0,106.851,374,11744,0.094
monthly_precip_lag_1,2070,April,9,160.27,616,11744,0.094
monthly_precip_lag_1,2070,May,18,152.269,786,11744,0.094
monthly_precip_lag_1,2070,June,1,76.486,497,11744,0.094
monthly_precip_lag_1,2070,July,0,32.937,212,11744,0.094
monthly_precip_lag_1,2070,August,0,36.895,274,11744,0.094
monthly_precip_lag_1,2070,September,0,37.676,291,11744,0.094
monthly_precip_lag_1,2070,October,0,40.601,222,11744,0.094
monthly_precip_lag_1,2070,November,1,57.02,440,11744,0.094
monthly_precip_lag_1,2070,December,21,104.251,597,11744,0.094
monthly_precip_lag_2,2030,January,24,103.96,623,11744,0.094
monthly_precip_lag_2,2030,February,3,114.472,292,11744,0.094
monthly_precip_lag_2,2030,March,0,91.897,298,11744,0.094
monthly_precip_lag_2,2030,April,0,97.229,340,11744,0.094
monthly_precip_lag_2,2030,May,8,143.619,514,11744,0.094
monthly_precip_lag_2,2030,June,19,146.615,791,11744,0.094
monthly_precip_lag_2,2030,July,1,78.191,496,11744,0.094
monthly_precip_lag_2,2030,August,0,33.887,232,11744,0.094
monthly_precip_lag_2,2030,September,0,36.156,268,11744,0.094
monthly_precip_lag_2,2030,October,0,36.588,279,11744,0.094
monthly_precip_lag_2,2030,November,0,38.171,225,11744,0.094
monthly_precip_lag_2,2030,December,1,59.819,544,11744,0.094
monthly_precip_lag_2,2050,January,24,105.49,645,11744,0.094
monthly_precip_lag_2,2050,February,4,123.016,309,11744,0.094
monthly_precip_lag_2,2050,March,0,101.61,326,11744,0.094
monthly_precip_lag_2,2050,April,0,111.028,385,11744,0.094
monthly_precip_lag_2,2050,May,9,152.371,584,11744,0.094
monthly_precip_lag_2,2050,June,19,156.348,794,11744,0.094
monthly_precip_lag_2,2050,July,1,78.453,480,11744,0.094
monthly_precip_lag_2,2050,August,0,32.298,222,11744,0.094
monthly_precip_lag_2,2050,September,0,35.822,267,11744,0.094
monthly_precip_lag_2,2050,October,0,37.319,296,11744,0.094
monthly_precip_lag_2,2050,November,0,41.507,248,11744,0.094
monthly_precip_lag_2,2050,December,1,58.474,464,11744,0.094
monthly_precip_lag_2,2070,January,21,104.251,597,11744,0.094
monthly_precip_lag_2,2070,February,4,121.632,317,11744,0.094
monthly_precip_lag_2,2070,March,0,106.272,302,11744,0.094
monthly_precip_lag_2,2070,April,0,106.851,374,11744,0.094
monthly_precip_lag_2,2070,May,9,160.27,616,11744,0.094
monthly_precip_lag_2,2070,June,18,152.269,786,11744,0.094
monthly_precip_lag_2,2070,July,1,76.486,497,11744,0.094
monthly_precip_lag_2,2070,August,0,32.937,212,11744,0.094
monthly_precip_lag_2,2070,September,0,36.895,274,11744,0.094
monthly_precip_lag_2,2070,October,0,37.676,291,11744,0.094
monthly_precip_lag_2,2070,November,0,40.601,222,11744,0.094
monthly_precip_lag_2,2070,December,1,57.02,440,11744,0.094
monthly_precip_lag_3,2030,January,1,59.819,544,11744,0.094
monthly_precip_lag_3,2030,February,24,103.96,623,11744,0.094
monthly_precip_lag_3,2030,March,3,114.472,292,11744,0.094
monthly_precip_lag_3,2030,April,0,91.897,298,11744,0.094
monthly_precip_lag_3,2030,May,0,97.229,340,11744,0.094
monthly_precip_lag_3,2030,June,8,143.619,514,11744,0.094
monthly_precip_lag_3,2030,July,19,146.615,791,11744,0.094
monthly_precip_lag_3,2030,August,1,78.191,496,11744,0.094
monthly_precip_lag_3,2030,September,0,33.887,232,11744,0.094
monthly_precip_lag_3,2030,October,0,36.156,268,11744,0.094
monthly_precip_lag_3,2030,November,0,36.588,279,11744,0.094
monthly_precip_lag_3,2030,December,0,38.171,225,11744,0.094
monthly_precip_lag_3,2050,January,1,58.474,464,11744,0.094
monthly_precip_lag_3,2050,February,24,105.49,645,11744,0.094
monthly_precip_lag_3,2050,March,4,123.016,309,11744,0.094
