variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,65,368.767,1840,11744,0.094
cum_precip_3_months_prior,2030,February,49,426.026,1174,11744,0.094
cum_precip_3_months_prior,2030,March,15,416.072,1249,11744,0.094
cum_precip_3_months_prior,2030,April,12,453.87,1504,11744,0.094
cum_precip_3_months_prior,2030,May,78,497.953,1862,11744,0.094
cum_precip_3_months_prior,2030,June,95,474.043,2100,11744,0.094
cum_precip_3_months_prior,2030,July,38,321.362,1614,11744,0.094
cum_precip_3_months_prior,2030,August,1,177.463,938,11744,0.094
cum_precip_3_months_prior,2030,September,0,126.531,946,11744,0.094
cum_precip_3_months_prior,2030,October,0,139.178,939,11744,0.094
cum_precip_3_months_prior,2030,November,1,181.736,966,11744,0.094
cum_precip_3_months_prior,2030,December,35,266.531,1650,11744,0.094
cum_precip_3_months_prior,2050,January,78,378.664,1787,11744,0.094
cum_precip_3_months_prior,2050,February,52,442.281,1231,11744,0.094
cum_precip_3_months_prior,2050,March,16,421.259,1320,11744,0.094
cum_precip_3_months_prior,2050,April,11,471.631,1554,11744,0.094
cum_precip_3_months_prior,2050,May,86,534.271,1995,11744,0.094
cum_precip_3_months_prior,2050,June,108,508.335,2226,11744,0.094
cum_precip_3_months_prior,2050,July,36,338.599,1697,11744,0.094
cum_precip_3_months_prior,2050,August,1,173.198,904,11744,0.094
cum_precip_3_months_prior,2050,September,0,122.775,971,11744,0.094
cum_precip_3_months_prior,2050,October,0,136.566,951,11744,0.094
cum_precip_3_months_prior,2050,November,1,175.71,931,11744,0.094
cum_precip_3_months_prior,2050,December,35,273.091,1553,11744,0.094
cum_precip_3_months_prior,2070,January,66,380.279,1840,11744,0.094
cum_precip_3_months_prior,2070,February,58,448.847,1244,11744,0.094
cum_precip_3_months_prior,2070,March,17,432.344,1358,11744,0.094
cum_precip_3_months_prior,2070,April,12,472.152,1462,11744,0.094
cum_precip_3_months_prior,2070,May,95,528.445,1903,11744,0.094
cum_precip_3_months_prior,2070,June,107,491.398,2128,11744,0.094
cum_precip_3_months_prior,2070,July,33,338.091,1746,11744,0.094
cum_precip_3_months_prior,2070,August,1,176.217,933,11744,0.094
cum_precip_3_months_prior,2070,September,0,137.009,1084,11744,0.094
cum_precip_3_months_prior,2070,October,0,147.467,1054,11744,0.094
cum_precip_3_months_prior,2070,November,1,184.48,1048,11744,0.094
cum_precip_3_months_prior,2070,December,35,277.239,1624,11744,0.094
monthly_precip,2030,January,0,140.135,441,11744,0.094
monthly_precip,2030,February,0,123.316,450,11744,0.094
monthly_precip,2030,March,12,190.419,679,11744,0.094
monthly_precip,2030,April,27,184.218,1029,11744,0.094
monthly_precip,2030,May,1,99.406,551,11744,0.094
monthly_precip,2030,June,0,37.738,282,11744,0.094
monthly_precip,2030,July,0,40.318,347,11744,0.094
monthly_precip,2030,August,0,48.474,411,11744,0.094
monthly_precip,2030,September,0,50.386,322,11744,0.094
monthly_precip,2030,October,1,82.876,735,11744,0.094
monthly_precip,2030,November,30,133.269,873,11744,0.094
monthly_precip,2030,December,4,152.621,412,11744,0.094
monthly_precip,2050,January,0,141.526,448,11744,0.094
monthly_precip,2050,February,0,123.478,421,11744,0.094
monthly_precip,2050,March,11,206.627,718,11744,0.094
monthly_precip,2050,April,25,204.165,1122,11744,0.094
monthly_precip,2050,May,1,97.542,619,11744,0.094
monthly_precip,2050,June,0,36.891,324,11744,0.094
monthly_precip,2050,July,0,38.765,347,11744,0.094
monthly_precip,2050,August,0,47.119,394,11744,0.094
monthly_precip,2050,September,0,50.682,326,11744,0.094
monthly_precip,2050,October,1,77.909,619,11744,0.094
monthly_precip,2050,November,32,144.5,893,11744,0.094
monthly_precip,2050,December,4,156.255,465,11744,0.094
monthly_precip,2070,January,0,147.9,525,11744,0.094
monthly_precip,2070,February,0,130.227,406,11744,0.094
monthly_precip,2070,March,12,194.025,614,11744,0.094
monthly_precip,2070,April,23,204.193,1164,11744,0.094
