variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,50,266.04,1223,11744,0.094
cum_precip_3_months_prior,2030,February,41,314.071,864,11744,0.094
cum_precip_3_months_prior,2030,March,12,313.883,926,11744,0.094
cum_precip_3_months_prior,2030,April,8,324.042,997,11744,0.094
cum_precip_3_months_prior,2030,May,67,371.139,1361,11744,0.094
cum_precip_3_months_prior,2030,June,80,350.239,1614,11744,0.094
cum_precip_3_months_prior,2030,July,28,251.997,1317,11744,0.094
cum_precip_3_months_prior,2030,August,1,135.558,666,11744,0.094
cum_precip_3_months_prior,2030,September,0,94.628,659,11744,0.094
cum_precip_3_months_prior,2030,October,0,101.266,632,11744,0.094
cum_precip_3_months_prior,2030,November,1,122.577,638,11744,0.094
cum_precip_3_months_prior,2030,December,24,184.594,1047,11744,0.094
cum_precip_3_months_prior,2050,January,51,272.016,1211,11744,0.094
cum_precip_3_months_prior,2050,February,43,322.147,867,11744,0.094
cum_precip_3_months_prior,2050,March,12,319.925,932,11744,0.094
cum_precip_3_months_prior,2050,April,10,333.967,1005,11744,0.094
cum_precip_3_months_prior,2050,May,79,385.835,1345,11744,0.094
cum_precip_3_months_prior,2050,June,87,361.227,1567,11744,0.094
cum_precip_3_months_prior,2050,July,28,254.368,1276,11744,0.094
cum_precip_3_months_prior,2050,August,1,131.137,651,11744,0.094
cum_precip_3_months_prior,2050,September,0,93.226,645,11744,0.094
cum_precip_3_months_prior,2050,October,0,100.294,620,11744,0.094
cum_precip_3_months_prior,2050,November,1,121.526,644,11744,0.094
cum_precip_3_months_prior,2050,December,24,186.266,1031,11744,0.094
cum_precip_3_months_prior,2070,January,52,274.696,1259,11744,0.094
cum_precip_3_months_prior,2070,February,43,324.229,888,11744,0.094
cum_precip_3_months_prior,2070,March,13,324.559,940,11744,0.094
cum_precip_3_months_prior,2070,April,9,336.771,1039,11744,0.094
cum_precip_3_months_prior,2070,May,78,388.25,1377,11744,0.094
cum_precip_3_months_prior,2070,June,87,363.845,1582,11744,0.094
cum_precip_3_months_prior,2070,July,27,257.741,1274,11744,0.094
cum_precip_3_months_prior,2070,August,1,134.718,678,11744,0.094
cum_precip_3_months_prior,2070,September,0,95.88,674,11744,0.094
cum_precip_3_months_prior,2070,October,0,102.569,647,11744,0.094
cum_precip_3_months_prior,2070,November,1,124.582,649,11744,0.094
cum_precip_3_months_prior,2070,December,24,187.494,1074,11744,0.094
monthly_precip,2030,January,0,100.602,318,11744,0.094
monthly_precip,2030,February,0,96.218,304,11744,0.094
monthly_precip,2030,March,8,127.222,422,11744,0.094
monthly_precip,2030,April,18,147.699,776,11744,0.094
monthly_precip,2030,May,1,75.318,461,11744,0.094
monthly_precip,2030,June,0,28.98,188,11744,0.094
monthly_precip,2030,July,0,31.26,232,11744,0.094
monthly_precip,2030,August,0,34.388,247,11744,0.094
monthly_precip,2030,September,0,35.618,200,11744,0.094
monthly_precip,2030,October,1,52.571,420,11744,0.094
monthly_precip,2030,November,22,96.405,597,11744,0.094
monthly_precip,2030,December,3,117.064,315,11744,0.094
monthly_precip,2050,January,0,102.474,318,11744,0.094
monthly_precip,2050,February,0,96.832,301,11744,0.094
monthly_precip,2050,March,10,134.661,425,11744,0.094
monthly_precip,2050,April,19,154.342,848,11744,0.094
monthly_precip,2050,May,1,72.224,436,11744,0.094
monthly_precip,2050,June,0,27.802,189,11744,0.094
monthly_precip,2050,July,0,31.111,230,11744,0.094
monthly_precip,2050,August,0,34.313,246,11744,0.094
monthly_precip,2050,September,0,34.87,202,11744,0.094
monthly_precip,2050,October,1,52.343,406,11744,0.094
monthly_precip,2050,November,22,99.054,596,11744,0.094
monthly_precip,2050,December,4,120.619,325,11744,0.094
monthly_precip,2070,January,0,103.398,328,11744,0.094
monthly_precip,2070,February,0,98.906,301,11744,0.094
monthly_precip,2070,March,9,134.467,448,11744,0.094
monthly_precip,2070,April,18,154.876,824,11744,0.094
monthly_precip,2070,May,1,74.502,449,11744,0.094
monthly_precip,2070,June,0,28.363,192,11744,0.094
monthly_precip,2070,July,0,31.853,236,11744,0.094
monthly_precip,2070,August,0,35.664,267,11744,0.094
monthly_precip,2070,September,0,35.052,203,11744,0.094
monthly_precip,2070,October,1,53.865,433,11744,0.094
monthly_precip,2070,November,21,98.576,611,11744,0.094
monthly_precip,2070,December,4,122.255,326,11744,0.094
monthly_precip_lag_1,2030,January,3,117.064,315,11744,0.094
monthly_precip_lag_1,2030,February,0,100.602,318,11744,0.094
monthly_precip_lag_1,2030,March,0,96.218,304,11744,0.094
monthly_precip_lag_1,2030,April,8,127.222,422,11744,0.094
monthly_precip_lag_1,2030,May,18,147.699,776,11744,0.094
monthly_precip_lag_1,2030,June,1,75.318,461,11744,0.094
monthly_precip_lag_1,2030,July,0,28.98,188,11744,0.094
monthly_precip_lag_1,2030,August,0,31.26,232,11744,0.094
monthly_precip_lag_1,2030,September,0,34.388,247,11744,0.094
monthly_precip_lag_1,2030,October,0,35.618,200,11744,0.094
monthly_precip_lag_1,2030,November,1,52.571,420,11744,0.094
monthly_precip_lag_1,2030,December,22,96.405,597,11744,0.094
monthly_precip_lag_1,2050,January,4,120.619,325,11744,0.094
monthly_precip_lag_1,2050,February,0,102.474,318,11744,0.094
monthly_precip_lag_1,2050,March,0,96.832,301,11744,0.094
monthly_precip_lag_1,2050,April,10,134.661,425,11744,0.094
monthly_precip_lag_1,2050,May,19,154.342,848,11744,0.094
monthly_precip_lag_1,2050,June,1,72.224,436,11744,0.094
monthly_precip_lag_1,2050,July,0,27.802,189,11744,0.094
monthly_precip_lag_1,2050,August,0,31.111,230,11744,0.094
monthly_precip_lag_1,2050,September,0,34.313,246,11744,0.094
monthly_precip_lag_1,2050,October,0,34.87,202,11744,0.094
monthly_precip_lag_1,2050,November,1,52.343,406,11744,0.094
monthly_precip_lag_1,2050,December,22,99.054,596,11744,0.094
monthly_precip_lag_1,2070,January,4,122.255,326,11744,0.094
monthly_precip_lag_1,2070,February,0,103.398,328,11744,0.094
monthly_precip_lag_1,2070,March,0,98.906,301,11744,0.094
monthly_precip_lag_1,2070,April,9,134.467,448,11744,0.094
monthly_precip_lag_1,2070,May,18,154.876,824,11744,0.094
monthly_precip_lag_1,2070,June,1,74.502,449,11744,0.094
monthly_precip_lag_1,2070,July,0,28.363,192,11744,0.094
monthly_precip_lag_1,2070,August,0,31.853,236,11744,0.094
monthly_precip_lag_1,2070,September,0,35.664,267,11744,0.094
monthly_precip_lag_1,2070,October,0,35.052,203,11744,0.094
monthly_precip_lag_1,2070,November,1,53.865,433,11744,0.094
monthly_precip_lag_1,2070,December,21,98.576,611,11744,0.094
monthly_precip_lag_2,2030,January,22,96.405,597,11744,0.094
monthly_precip_lag_2,2030,February,3,117.064,315,11744,0.094
monthly_precip_lag_2,2030,March,0,100.602,318,11744,0.094
monthly_precip_lag_2,2030,April,0,96.218,304,11744,0.094
monthly_precip_lag_2,2030,May,8,127.222,422,11744,0.094
monthly_precip_lag_2,2030,June,18,147.699,776,11744,0.094
monthly_precip_lag_2,2030,July,1,75.318,461,11744,0.094
monthly_precip_lag_2,2030,August,0,28.98,188,11744,0.094
monthly_precip_lag_2,2030,September,0,31.26,232,11744,0.094
monthly_precip_lag_2,2030,October,0,34.388,247,11744,0.094
monthly_precip_lag_2,2030,November,0,35.618,200,11744,0.094
monthly_precip_lag_2,2030,December,1,52.571,420,11744,0.094
monthly_precip_lag_2,2050,January,22,99.054,596,11744,0.094
monthly_precip_lag_2,2050,February,4,120.619,325,11744,0.094
monthly_precip_lag_2,2050,March,0,102.474,318,11744,0.094
monthly_precip_lag_2,2050,April,0,96.832,301,11744,0.094
monthly_precip_lag_2,2050,May,10,134.661,425,11744,0.094
monthly_precip_lag_2,2050,June,19,154.342,848,11744,0.094
monthly_precip_lag_2,2050,July,1,72.224,436,11744,0.094
monthly_precip_lag_2,2050,August,0,27.802,189,11744,0.094
monthly_precip_lag_2,2050,September,0,31.111,230,11744,0.094
monthly_precip_lag_2,2050,October,0,34.313,246,11744,0.094
monthly_precip_lag_2,2050,November,0,34.87,202,11744,0.094
monthly_precip_lag_2,2050,December,1,52.343,406,11744,0.094
monthly_precip_lag_2,2070,January,21,98.576,611,11744,0.094
monthly_precip_lag_2,2070,February,4,122.255,326,11744,0.094
monthly_precip_lag_2,2070,March,0,103.398,328,11744,0.094
monthly_precip_lag_2,2070,April,0,98.906,301,11744,0.094
monthly_precip_lag_2,2070,May,9,134.467,448,11744,0.094
monthly_precip_lag_2,2070,June,18,154.876,824,11744,0.094
monthly_precip_lag_2,2070,July,1,74.502,449,11744,0.094
monthly_precip_lag_2,2070,August,0,28.363,192,11744,0.094
monthly_precip_lag_2,2070,September,0,31.853,236,11744,0.094
monthly_precip_lag_2,2070,October,0,35.664,267,11744,0.094
monthly_precip_lag_2,2070,November,0,35.052,203,11744,0.094
monthly_precip_lag_2,2070,December,1,53.865,433,11744,0.094
monthly_precip_lag_3,2030,January,1,52.571,420,11744,0.094
monthly_precip_lag_3,2030,February,22,96.405,597,11744,0.094
monthly_precip_lag_3,2030,March,3,117.064,315,11744,0.094
monthly_precip_lag_3,2030,April,0,100.602,318,11744,0.094
monthly_precip_lag_3,2030,May,0,96.218,304,11744,0.094
monthly_precip_lag_3,2030,June,8,127.222,422,11744,0.094
monthly_precip_lag_3,2030,July,18,147.699,776,11744,0.094
monthly_precip_lag_3,2030,August,1,75.318,461,11744,0.094
monthly_precip_lag_3,2030,September,0,28.98,188,11744,0.094
monthly_precip_lag_3,2030,October,0,31.26,232,11744,0.094
monthly_precip_lag_3,2030,November,0,34.388,247,11744,0.094
monthly_precip_lag_3,2030,December,0,35.618,200,11744,0.094
monthly_precip_lag_3,2050,January,1,52.343,406,11744,0.094
monthly_precip_lag_3,2050,February,22,99.054,596,11744,0.094
monthly_precip_lag_3,2050,March,4,120.619,325,11744,0.094
monthly_precip_lag_3,2050,April,0,102.474,318,11744,0.094
monthly_precip_lag_3,2050,May,0,96.832,301,11744,0.094
monthly_precip_lag_3,2050,June,10,134.661,425,11744,0.094
monthly_precip_lag_3,2050,July,19,154.342,848,11744,0.094
monthly_precip_lag_3,2050,August,1,72.224,436,11744,0.094
monthly_precip_lag_3,2050,September,0,27.802,189,11744,0.094
monthly_precip_lag_3,2050,October,0,31.111,230,11744,0.094
monthly_precip_lag_3,2050,November,0,34.313,246,11744,0.094
monthly_precip_lag_3,2050,December,0,34.87,202,11744,0.094
monthly_precip_lag_3,2070,January,1,53.865,433,11744,0.094
monthly_precip_lag_3,2070,February,21,98.576,611,11744,0.094
monthly_precip_lag_3,2070,March,4,122.255,326,11744,0.094
monthly_precip_lag_3,2070,April,0,103.398,328,11744,0.094
monthly_precip_lag_3,2070,May,0,98.906,301,11744,0.094
monthly_precip_lag_3,2070,June,9,134.467,448,11744,0.094
monthly_precip_lag_3,2070,July,18,154.876,824,11744,0.094
monthly_precip_lag_3,2070,August,1,74.502,449,11744,0.094
monthly_precip_lag_3,2070,September,0,28.363,192,11744,0.094
monthly_precip_lag_3,2070,October,0,31.853,236,11744,0.094
monthly_precip_lag_3,2070,November,0,35.664,267,11744,0.094
monthly_precip_lag_3,2070,December,0,35.052,203,11744,0.094
monthly_tmax,2030,January,5.8,30.391,39.3,11744,0.094
monthly_tmax,2030,February,7,30.77,39.3,11744,0.094
monthly_tmax,2030,March,6.5,30.601,39.6,11744,0.094
monthly_tmax,2030,April,4.9,29.519,37.7,11744,0.094
monthly_tmax,2030,May,4.1,28.913,37.6,11744,0.094
monthly_tmax,2030,June,4.9,28.61,37.6,11744,0.094
monthly_tmax,2030,July,4.5,28.151,36.6,11744,0.094
monthly_tmax,2030,August,4.8,28.853,37.1,11744,0.094
monthly_tmax,2030,September,6.1,30.057,38.6,11744,0.094
monthly_tmax,2030,October,6.7,30.838,38.8,11744,0.094
monthly_tmax,2030,November,5.3,30.502,38,11744,0.094
monthly_tmax,2030,December,4.7,30.059,38,11744,0.094
monthly_tmax,2050,January,6,30.663,39.5,11744,0.094
monthly_tmax,2050,February,7.1,31.056,39.5,11744,0.094
monthly_tmax,2050,March,6.5,30.667,39.6,11744,0.094
monthly_tmax,2050,April,5.1,29.645,37.8,11744,0.094
monthly_tmax,2050,May,4.4,29.198,37.8,11744,0.094
monthly_tmax,2050,June,5.2,28.882,38,11744,0.094
monthly_tmax,2050,July,4.7,28.474,37.1,11744,0.094
monthly_tmax,2050,August,5,29.115,37.6,11744,0.094
monthly_tmax,2050,September,6.5,30.497,39.1,11744,0.094
monthly_tmax,2050,October,7,31.248,39.3,11744,0.094
monthly_tmax,2050,November,5.5,30.76,38.2,11744,0.094
monthly_tmax,2050,December,5,30.335,38.3,11744,0.094
monthly_tmax,2070,January,6.1,30.765,39.5,11744,0.094
monthly_tmax,2070,February,7.2,31.053,39.7,11744,0.094
monthly_tmax,2070,March,6.7,30.815,39.8,11744,0.094
monthly_tmax,2070,April,5.1,29.748,37.8,11744,0.094
monthly_tmax,2070,May,4.6,29.305,37.8,11744,0.094
monthly_tmax,2070,June,5.4,29.024,38,11744,0.094
monthly_tmax,2070,July,4.8,28.538,37,11744,0.094
monthly_tmax,2070,August,5.2,29.288,37.5,11744,0.094
monthly_tmax,2070,September,6.5,30.548,39.1,11744,0.094
monthly_tmax,2070,October,6.9,31.221,39.3,11744,0.094
monthly_tmax,2070,November,5.5,30.822,38.3,11744,0.094
monthly_tmax,2070,December,4.9,30.317,38.1,11744,0.094
monthly_tmax_lag_1,2030,January,4.7,30.059,38,11744,0.094
monthly_tmax_lag_1,2030,February,5.8,30.391,39.3,11744,0.094
monthly_tmax_lag_1,2030,March,7,30.77,39.3,11744,0.094
monthly_tmax_lag_1,2030,April,6.5,30.601,39.6,11744,0.094
monthly_tmax_lag_1,2030,May,4.9,29.519,37.7,11744,0.094
monthly_tmax_lag_1,2030,June,4.1,28.913,37.6,11744,0.094
monthly_tmax_lag_1,2030,July,4.9,28.61,37.6,11744,0.094
monthly_tmax_lag_1,2030,August,4.5,28.151,36.6,11744,0.094
monthly_tmax_lag_1,2030,September,4.8,28.853,37.1,11744,0.094
monthly_tmax_lag_1,2030,October,6.1,30.057,38.6,11744,0.094
monthly_tmax_lag_1,2030,November,6.7,30.838,38.8,11744,0.094
monthly_tmax_lag_1,2030,December,5.3,30.502,38,11744,0.094
monthly_tmax_lag_1,2050,January,5,30.335,38.3,11744,0.094
monthly_tmax_lag_1,2050,February,6,30.663,39.5,11744,0.094
monthly_tmax_lag_1,2050,March,7.1,31.056,39.5,11744,0.094
monthly_tmax_lag_1,2050,April,6.5,30.667,39.6,11744,0.094
monthly_tmax_lag_1,2050,May,5.1,29.645,37.8,11744,0.094
monthly_tmax_lag_1,2050,June,4.4,29.198,37.8,11744,0.094
monthly_tmax_lag_1,2050,July,5.2,28.882,38,11744,0.094
monthly_tmax_lag_1,2050,August,4.7,28.474,37.1,11744,0.094
monthly_tmax_lag_1,2050,September,5,29.115,37.6,11744,0.094
monthly_tmax_lag_1,2050,October,6.5,30.497,39.1,11744,0.094
monthly_tmax_lag_1,2050,November,7,31.248,39.3,11744,0.094
monthly_tmax_lag_1,2050,December,5.5,30.76,38.2,11744,0.094
monthly_tmax_lag_1,2070,January,4.9,30.317,38.1,11744,0.094
monthly_tmax_lag_1,2070,February,6.1,30.765,39.5,11744,0.094
monthly_tmax_lag_1,2070,March,7.2,31.053,39.7,11744,0.094
monthly_tmax_lag_1,2070,April,6.7,30.815,39.8,11744,0.094
monthly_tmax_lag_1,2070,May,5.1,29.748,37.8,11744,0.094
monthly_tmax_lag_1,2070,June,4.6,29.305,37.8,11744,0.094
monthly_tmax_lag_1,2070,July,5.4,29.024,38,11744,0.094
monthly_tmax_lag_1,2070,August,4.8,28.538,37,11744,0.094
monthly_tmax_lag_1,2070,September,5.2,29.288,37.5,11744,0.094
monthly_tmax_lag_1,2070,October,6.5,30.548,39.1,11744,0.094
monthly_tmax_lag_1,2070,November,6.9,31.221,39.3,11744,0.094
monthly_tmax_lag_1,2070,December,5.5,30.822,38.3,11744,0.094
monthly_tmax_lag_2,2030,January,5.3,30.502,38,11744,0.094
monthly_tmax_lag_2,2030,February,4.7,30.059,38,11744,0.094
monthly_tmax_lag_2,2030,March,5.8,30.391,39.3,11744,0.094
monthly_tmax_lag_2,2030,April,7,30.77,39.3,11744,0.094
monthly_tmax_lag_2,2030,May,6.5,30.601,39.6,11744,0.094
monthly_tmax_lag_2,2030,June,4.9,29.519,37.7,11744,0.094
monthly_tmax_lag_2,2030,July,4.1,28.913,37.6,11744,0.094
