variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,47,258.423,1345,11744,0.094
cum_precip_3_months_prior,2030,February,43,299.447,937,11744,0.094
cum_precip_3_months_prior,2030,March,12,297.612,889,11744,0.094
cum_precip_3_months_prior,2030,April,8,321.718,1035,11744,0.094
cum_precip_3_months_prior,2030,May,62,356.593,1347,11744,0.094
cum_precip_3_months_prior,2030,June,69,332.491,1585,11744,0.094
cum_precip_3_months_prior,2030,July,27,234.538,1269,11744,0.094
cum_precip_3_months_prior,2030,August,1,133.237,647,11744,0.094
cum_precip_3_months_prior,2030,September,0,99.376,716,11744,0.094
cum_precip_3_months_prior,2030,October,0,104.603,689,11744,0.094
cum_precip_3_months_prior,2030,November,1,130.005,645,11744,0.094
cum_precip_3_months_prior,2030,December,24,189.803,1164,11744,0.094
cum_precip_3_months_prior,2050,January,44,246.323,1282,11744,0.094
cum_precip_3_months_prior,2050,February,41,289.41,891,11744,0.094
cum_precip_3_months_prior,2050,March,12,290.083,903,11744,0.094
cum_precip_3_months_prior,2050,April,7,313.821,995,11744,0.094
cum_precip_3_months_prior,2050,May,61,348.918,1341,11744,0.094
cum_precip_3_months_prior,2050,June,70,327.224,1577,11744,0.094
cum_precip_3_months_prior,2050,July,28,231.465,1278,11744,0.094
cum_precip_3_months_prior,2050,August,1,130.637,659,11744,0.094
cum_precip_3_months_prior,2050,September,0,98.124,701,11744,0.094
cum_precip_3_months_prior,2050,October,0,103.79,698,11744,0.094
cum_precip_3_months_prior,2050,November,1,126.434,617,11744,0.094
cum_precip_3_months_prior,2050,December,22,179.968,1106,11744,0.094
cum_precip_3_months_prior,2070,January,45,236.819,1210,11744,0.094
cum_precip_3_months_prior,2070,February,43,279.383,860,11744,0.094
cum_precip_3_months_prior,2070,March,13,286.286,885,11744,0.094
cum_precip_3_months_prior,2070,April,8,321.283,995,11744,0.094
cum_precip_3_months_prior,2070,May,65,363.364,1350,11744,0.094
cum_precip_3_months_prior,2070,June,73,336.412,1584,11744,0.094
cum_precip_3_months_prior,2070,July,28,235.422,1267,11744,0.094
