variable,year,month,min,mean,max,n_missing,prop_missing
cum_precip_3_months_prior,2030,January,47,276.023,1280,11744,0.094
cum_precip_3_months_prior,2030,February,35,321.405,884,11744,0.094
cum_precip_3_months_prior,2030,March,10,319.521,950,11744,0.094
cum_precip_3_months_prior,2030,April,8,327.994,1062,11744,0.094
cum_precip_3_months_prior,2030,May,64,377.16,1467,11744,0.094
cum_precip_3_months_prior,2030,June,73,362.416,1729,11744,0.094
cum_precip_3_months_prior,2030,July,30,267.835,1431,11744,0.094
cum_precip_3_months_prior,2030,August,1,148.242,758,11744,0.094
cum_precip_3_months_prior,2030,September,0,101.288,687,11744,0.094
cum_precip_3_months_prior,2030,October,0,106.907,662,11744,0.094
cum_precip_3_months_prior,2030,November,1,131.951,699,11744,0.094
cum_precip_3_months_prior,2030,December,25,195.534,1131,11744,0.094
cum_precip_3_months_prior,2050,January,49,290.171,1353,11744,0.094
cum_precip_3_months_prior,2050,February,36,339.977,938,11744,0.094
cum_precip_3_months_prior,2050,March,11,337.772,1003,11744,0.094
cum_precip_3_months_prior,2050,April,8,349.291,1156,11744,0.094
cum_precip_3_months_prior,2050,May,66,387.781,1488,11744,0.094
cum_precip_3_months_prior,2050,June,74,361.327,1731,11744,0.094
cum_precip_3_months_prior,2050,July,30,257.183,1389,11744,0.094
cum_precip_3_months_prior,2050,August,1,142.532,772,11744,0.094
cum_precip_3_months_prior,2050,September,0,100.802,693,11744,0.094
cum_precip_3_months_prior,2050,October,0,105.907,672,11744,0.094
cum_precip_3_months_prior,2050,November,1,132.261,706,11744,0.094
cum_precip_3_months_prior,2050,December,27,202.651,1177,11744,0.094
cum_precip_3_months_prior,2070,January,57,314.016,1499,11744,0.094
cum_precip_3_months_prior,2070,February,37,364.424,1053,11744,0.094
cum_precip_3_months_prior,2070,March,11,359.041,1099,11744,0.094
cum_precip_3_months_prior,2070,April,8,357.692,1196,11744,0.094
cum_precip_3_months_prior,2070,May,62,392.655,1555,11744,0.094
cum_precip_3_months_prior,2070,June,74,370.669,1807,11744,0.094
cum_precip_3_months_prior,2070,July,32,266.402,1448,11744,0.094
cum_precip_3_months_prior,2070,August,1,149.562,816,11744,0.094
cum_precip_3_months_prior,2070,September,0,101.372,679,11744,0.094
cum_precip_3_months_prior,2070,October,0,109.393,706,11744,0.094
cum_precip_3_months_prior,2070,November,1,140.862,762,11744,0.094
cum_precip_3_months_prior,2070,December,28,216.421,1302,11744,0.094
monthly_precip,2030,January,0,102.714,325,11744,0.094
monthly_precip,2030,February,0,98.416,324,11744,0.094
monthly_precip,2030,March,8,126.864,441,11744,0.094
monthly_precip,2030,April,20,151.88,851,11744,0.094
monthly_precip,2030,May,1,83.671,535,11744,0.094
monthly_precip,2030,June,0,32.283,203,11744,0.094
monthly_precip,2030,July,0,32.288,237,11744,0.094
monthly_precip,2030,August,0,36.717,261,11744,0.094
monthly_precip,2030,September,0,37.902,219,11744,0.094
monthly_precip,2030,October,1,57.332,448,11744,0.094
monthly_precip,2030,November,22,100.3,651,11744,0.094
monthly_precip,2030,December,3,118.391,329,11744,0.094
monthly_precip,2050,January,0,107.541,346,11744,0.094
monthly_precip,2050,February,0,105.073,341,11744,0.094
monthly_precip,2050,March,8,136.677,483,11744,0.094
monthly_precip,2050,April,20,146.031,820,11744,0.094
monthly_precip,2050,May,1,78.619,498,11744,0.094
monthly_precip,2050,June,0,32.532,206,11744,0.094
monthly_precip,2050,July,0,31.381,234,11744,0.094
monthly_precip,2050,August,0,36.889,266,11744,0.094
monthly_precip,2050,September,0,37.637,226,11744,0.094
monthly_precip,2050,October,1,57.735,468,11744,0.094
monthly_precip,2050,November,25,107.279,679,11744,0.094
monthly_precip,2050,December,3,125.157,340,11744,0.094
monthly_precip,2070,January,0,113.077,377,11744,0.094
monthly_precip,2070,February,0,108.298,364,11744,0.094
monthly_precip,2070,March,8,136.318,500,11744,0.094
monthly_precip,2070,April,22,148.04,861,11744,0.094
monthly_precip,2070,May,1,86.311,584,11744,0.094
monthly_precip,2070,June,0,32.051,214,11744,0.094
